group_id,Player,careers,Pos,Tm,G,PER,GS,MP,TS,OWS,DWS,WS,BPM,FG,P2,P3
1203,Josh Davis,6,PF,MEM,72.0,12.9,6.0,515.0,0.4,0.1,0.1,0.1,-3.8,0.3,0.5,0.1
1204,Josh Grant,1,PF,GSW,53.0,11.7,0.0,382.0,0.5,0.0,0.5,0.5,-2.8,0.4,0.5,0.3
1205,Josh Harrellson,3,C,DET,75.0,11.9,4.0,888.0,0.5,0.3,0.4,0.7,-3.4,0.4,0.6,0.3
1206,Josh Howard,12,SF,MIN,542.0,14.9,415.0,16268.0,0.5,1.7,1.6,3.2,-1.2,0.4,0.5,0.3
1207,Josh Huestis,2,PF,OKC,7.0,16.4,0.0,86.0,0.6,0.0,0.0,0.1,-0.9,0.5,0.4,0.6
1208,Josh McRoberts,12,PF,MIA,498.0,13.0,201.0,9752.0,0.5,0.9,0.8,1.7,-0.2,0.5,0.5,0.3
1209,Josh Powell,3,PF,ATL,181.0,8.5,25.0,2462.0,0.5,-0.4,0.7,0.3,-6.1,0.4,0.4,0.1
1210,Josh Richardson,2,SG,MIA,105.0,11.0,36.0,2721.0,0.5,0.8,1.5,2.4,0.4,0.4,0.4,0.4
1211,Josh Selby,2,PG,MEM,38.0,1.7,0.0,296.0,0.4,-0.5,0.2,-0.4,-10.7,0.3,0.4,0.2
1212,Josh Smith,16,PF,HOU,1029.0,15.9,814.0,32168.0,0.5,0.4,2.9,3.3,1.2,0.4,0.5,0.3
1213,Jrue Holiday,8,PG,NOP,504.0,16.5,431.0,16257.0,0.5,1.3,2.0,3.3,0.9,0.4,0.5,0.4
1214,Juan Carlos,1,SG,MEM,82.0,11.9,30.0,2117.0,0.5,1.0,0.4,1.4,-2.3,0.4,0.5,0.4
1215,Juan Dixon,11,PG,WAS,570.0,12.2,83.0,11103.0,0.5,0.2,0.6,0.8,-2.9,0.4,0.4,0.4
1216,Juan Hernangomez,1,PF,DEN,62.0,13.3,9.0,842.0,0.6,1.2,0.6,1.8,-1.3,0.5,0.5,0.4
1217,Juaquin Hawkins,1,SG,HOU,58.0,7.3,10.0,685.0,0.4,-0.3,0.7,0.4,-3.3,0.4,0.4,0.4
1218,Jud Buechler,14,SF,ORL,795.0,11.0,31.0,9195.0,0.5,0.5,0.7,1.2,-1.0,0.4,0.5,0.3
1219,Julian Wright,4,SF,TOR,231.0,13.0,40.0,3049.0,0.5,0.2,0.8,1.0,-1.2,0.5,0.5,0.3
1220,Julius Erving*,6,SF,PHI,442.0,21.0,442.0,14820.0,0.6,5.1,3.4,8.6,4.4,0.5,0.5,0.3
1221,Julius Randle,2,PF,LAL,155.0,15.1,133.0,4418.0,0.5,0.8,1.7,2.6,-1.8,0.5,0.5,0.3
1222,Julyan Stone,2,SG,TOR,43.0,9.8,2.0,299.0,0.5,0.1,0.2,0.3,-1.6,0.4,0.6,0.2
1223,Jumaine Jones,8,SF,PHO,471.0,11.0,115.0,9780.0,0.5,0.9,1.0,1.9,-2.6,0.4,0.4,0.4
1224,Junior Bridgeman,6,SF,MIL,364.0,14.1,52.0,8831.0,0.5,1.6,1.3,2.8,-2.2,0.5,0.5,0.3
1225,Junior Harrington,3,PG,MEM,140.0,7.7,66.0,3096.0,0.4,-1.3,1.0,-0.3,-4.4,0.4,0.4,0.3
1226,Justin Anderson,4,SF,PHI,205.0,13.4,29.0,3103.0,0.5,0.4,0.8,1.2,-1.4,0.4,0.5,0.3
1227,Justin Dentmon,3,PG,TOR,12.0,4.0,0.0,182.0,0.4,-0.1,0.0,-0.1,-6.7,0.4,0.7,0.1
1228,Justin Hamilton,6,C,BRK,161.0,13.4,35.0,2741.0,0.6,0.5,0.4,0.9,-1.3,0.5,0.5,0.3
1229,Justin Harper,3,PF,PHI,22.0,4.5,0.0,150.0,0.5,-0.1,0.0,-0.1,-7.7,0.4,0.3,0.3
1230,Justin Holiday,6,SG,NYK,256.0,9.7,18.0,3984.0,0.5,0.1,0.7,0.8,-2.9,0.4,0.4,0.3
1231,Justin Reed,3,SF,MIN,135.0,10.5,12.0,1824.0,0.5,-0.1,0.5,0.5,-3.8,0.4,0.5,0.0
1232,Justin Williams,1,C,SAC,26.0,17.3,1.0,333.0,0.6,0.6,0.4,0.9,-4.6,0.6,0.6,0.0
1233,Justise Winslow,2,SF,MIA,96.0,8.3,23.0,2857.0,0.4,-0.6,1.8,1.2,-1.6,0.4,0.4,0.2
1234,Jusuf Nurkic,4,C,POR,179.0,17.3,97.0,3625.0,0.5,-0.0,1.4,1.4,0.2,0.5,0.5,0.0
1235,Juwan Howard,16,C,POR,1052.0,15.1,957.0,36501.0,0.5,1.9,1.8,3.8,-0.6,0.5,0.5,0.1
1236,K.J. McDaniels,7,SF,BRK,259.0,10.1,31.0,3949.0,0.5,-0.2,0.6,0.4,-4.6,0.4,0.5,0.3
1237,Kaniel Dickens,1,SF,NJN,11.0,6.7,0.0,61.0,0.4,0.0,0.1,0.0,-5.3,0.3,0.2,0.3
1238,Kareem Abdul-Jabbar*,8,C,LAL,625.0,20.1,625.0,19556.0,0.6,5.5,3.0,8.5,2.4,0.6,0.6,0.0
1239,Kareem Rush,9,SG,LAC,394.0,7.7,100.0,6924.0,0.4,-0.3,0.4,0.2,-4.8,0.4,0.4,0.3
1240,Karl Malone*,19,PF,LAL,1476.0,23.6,1471.0,54852.0,0.6,7.5,4.9,12.3,5.3,0.5,0.5,0.2
1241,Karl-Anthony Towns,2,C,MIN,164.0,24.2,164.0,5657.0,0.6,7.6,2.8,10.5,3.9,0.5,0.6,0.4
1242,Kasib Powell,1,SF,MIA,11.0,9.0,4.0,304.0,0.4,-0.2,0.2,0.0,-3.9,0.4,0.4,0.2
1243,Kawhi Leonard,6,SF,SAS,398.0,21.3,371.0,12154.0,0.6,5.2,4.0,9.2,6.1,0.5,0.5,0.4
1244,Kay Felder,1,PG,CLE,42.0,11.2,0.0,386.0,0.5,-0.3,0.4,0.0,-6.1,0.4,0.4,0.3
1245,Kedrick Brown,6,SF,PHI,198.0,11.3,62.0,2904.0,0.5,0.4,0.5,0.8,-1.9,0.4,0.5,0.2
1246,Keith Appling,1,PG,ORL,5.0,-4.8,0.0,27.0,0.3,-0.1,0.0,-0.1,-13.0,0.2,0.4,0.0
1247,Keith Askins,9,SF,MIA,486.0,8.9,80.0,7983.0,0.5,0.4,1.2,1.6,-0.5,0.4,0.4,0.3
1248,Keith Bogans,14,SG,BRK,802.0,9.5,379.0,17656.0,0.5,0.6,1.2,1.8,-1.0,0.4,0.5,0.3
1249,Keith Booth,2,SF,CHI,45.0,10.4,4.0,449.0,0.5,-0.7,0.3,-0.4,-6.6,0.3,0.4,0.0
1250,Keith Closs,2,C,LAC,72.0,15.8,6.0,907.0,0.5,0.4,0.3,0.6,-4.9,0.5,0.5,0.0
1251,Keith Edmonson,1,SG,ATL,32.0,6.8,2.0,309.0,0.4,-0.6,0.3,-0.3,-6.4,0.3,0.4,0.0
1252,Keith Herron,1,SG,CLE,30.0,6.8,0.0,269.0,0.4,-0.3,0.0,-0.3,-7.3,0.4,0.4,0.0
1253,Keith Jennings,3,PG,GSW,164.0,16.4,26.0,2955.0,0.6,1.9,0.6,2.6,-0.7,0.5,0.5,0.4
1254,Keith Lee,3,PF,NJN,182.0,12.2,43.0,2907.0,0.5,0.0,1.2,1.3,-2.2,0.4,0.5,0.1
1255,Keith McLeod,6,PG,IND,248.0,9.6,97.0,4441.0,0.5,-0.0,0.5,0.4,-4.9,0.4,0.4,0.3
1256,Keith Smart,1,PG,SAS,2.0,0.0,0.0,12.0,0.3,0.0,0.0,0.0,-14.5,0.0,0.0,0.0
1257,Keith Smith,1,SG,MIL,42.0,6.0,4.0,461.0,0.4,-0.5,0.5,0.0,-4.9,0.4,0.4,0.3
1258,Keith Tower,1,C,LAC,34.0,7.5,1.0,305.0,0.5,0.0,0.1,0.1,-6.1,0.4,0.5,0.0
1259,Keith Van,13,SF,DAL,709.0,16.7,541.0,21992.0,0.5,2.3,1.7,4.0,0.0,0.4,0.5,0.4
1260,Kelenna Azubuike,5,SG,DAL,208.0,11.6,84.0,5025.0,0.5,1.4,0.4,1.9,-4.2,0.5,0.5,0.4
1261,Kelly Olynyk,4,C,BOS,278.0,15.6,36.0,5756.0,0.6,1.8,1.8,3.7,1.1,0.5,0.5,0.4
1262,Kelly Oubre,2,SF,WAS,142.0,8.6,14.0,2276.0,0.5,0.2,1.0,1.2,-4.0,0.4,0.5,0.3
1263,Kelly Tripucka,10,SF,CHH,707.0,15.7,575.0,20959.0,0.6,3.0,1.5,4.4,-0.1,0.5,0.5,0.3
1264,Kelvin Cato,5,C,HOU,330.0,14.8,118.0,6297.0,0.5,1.6,1.9,3.5,-0.1,0.5,0.5,0.2
1265,Kelvin Ransey,5,PG,NJN,394.0,14.7,166.0,9155.0,0.5,1.7,1.3,3.0,-2.4,0.5,0.5,0.1
1266,Kelvin Upshaw,8,SG,DAL,192.0,10.3,1.0,2522.0,0.5,0.0,0.2,0.3,-5.7,0.4,0.5,0.2
1267,Kemba Walker,6,PG,CHO,443.0,18.4,398.0,15008.0,0.5,3.2,2.2,5.4,2.0,0.4,0.4,0.3
1268,Ken Bannister,4,PF,LAC,178.0,10.9,21.0,2463.0,0.5,-0.4,0.8,0.4,-5.2,0.5,0.5,0.0
1269,Ken Norman,10,SF,ATL,646.0,13.2,441.0,18992.0,0.5,0.9,1.8,2.7,-1.7,0.5,0.5,0.2
1270,Kendall Gill,17,SG,MIL,1013.0,14.1,837.0,31164.0,0.5,1.3,1.7,3.0,-0.0,0.4,0.4,0.3
1271,Kendall Marshall,4,PG,PHI,160.0,9.9,57.0,3083.0,0.5,-0.0,0.3,0.2,-6.2,0.4,0.4,0.4
1272,Kendrick Perkins,9,C,OKC,631.0,10.3,471.0,14517.0,0.5,0.1,2.6,2.7,-0.7,0.5,0.5,0.0
1273,Kennard Winchester,4,SG,HOU,137.0,14.6,1.0,1092.0,0.5,0.1,0.3,0.4,-1.8,0.4,0.4,0.4
1274,Kenneth Faried,4,PF,DEN,283.0,19.9,246.0,7254.0,0.6,3.7,1.8,5.6,0.9,0.5,0.5,0.2
1275,Kenny Anderson,21,PG,ATL,1088.0,15.4,835.0,31922.0,0.5,2.1,1.5,3.6,-0.4,0.4,0.4,0.3
1276,Kenny Battle,7,SG,BOS,198.0,13.9,25.0,2786.0,0.6,0.4,0.3,0.7,-0.4,0.5,0.6,0.1
1277,Kenny Carr,8,PF,POR,464.0,14.2,283.0,12758.0,0.6,1.5,1.7,3.2,-1.4,0.5,0.5,0.1
1278,Kenny Dennard,1,PF,DEN,43.0,7.6,0.0,413.0,0.4,-0.3,0.3,0.1,-2.4,0.4,0.4,0.3
1279,Kenny Fields,3,SF,LAC,170.0,12.4,37.0,2864.0,0.5,0.5,0.9,1.4,-2.2,0.5,0.5,0.2
1280,Kenny Gattison,6,PF,CHH,390.0,12.3,98.0,7704.0,0.6,1.0,1.2,2.2,-2.0,0.5,0.5,0.2
1281,Kenny Green,2,SF,WSB,61.0,10.0,0.0,674.0,0.5,-0.2,0.3,0.0,-8.2,0.4,0.4,0.0
1282,Kenny Higgs,1,PG,DEN,76.0,10.8,49.0,1696.0,0.5,0.9,0.1,1.0,-4.0,0.4,0.4,0.2
1283,Kenny Natt,1,SG,UTA,22.0,9.1,0.0,210.0,0.5,-0.1,0.1,0.1,-6.1,0.5,0.5,0.0
1284,Kenny Payne,4,SF,PHI,144.0,11.1,13.0,1167.0,0.5,-0.3,0.2,-0.0,-6.0,0.4,0.4,0.3
1285,Kenny Satterfield,3,PG,DEN,97.0,7.2,16.0,1482.0,0.4,-1.0,0.4,-0.7,-6.6,0.3,0.3,0.2
1286,Kenny Smith,15,PG,DEN,864.0,13.9,704.0,25399.0,0.6,2.3,1.0,3.4,-2.5,0.5,0.5,0.4
1287,Kenny Thomas,9,PF,SAC,582.0,14.2,417.0,16839.0,0.5,1.4,2.0,3.4,-0.6,0.5,0.5,0.1
1288,Kenny Walker,6,SF,WSB,424.0,11.9,160.0,8784.0,0.5,1.7,1.2,3.0,-1.4,0.5,0.5,0.1
1289,Kenny Williams,4,SF,IND,260.0,16.0,7.0,2918.0,0.5,1.1,0.8,1.8,-0.1,0.5,0.5,0.0
1290,Kent Bazemore,7,SF,ATL,418.0,10.9,172.0,7459.0,0.5,-0.3,1.5,1.2,-2.4,0.4,0.5,0.3
1291,Kent Benson,6,C,UTA,395.0,13.3,233.0,8440.0,0.5,1.4,1.9,3.2,0.5,0.5,0.5,0.2
1292,Kentavious Caldwell-Pope,4,SG,DET,314.0,11.5,274.0,9488.0,0.5,1.7,2.0,3.6,-0.3,0.4,0.5,0.3
1293,Kenyon Martin,13,PF,NYK,728.0,13.9,656.0,22599.0,0.5,0.9,2.7,3.6,-0.2,0.5,0.5,0.2
1294,Keon Clark,6,C,SAC,397.0,15.4,65.0,8912.0,0.5,1.4,2.2,3.6,-0.1,0.5,0.5,0.0
1295,Kerry Kittles,8,SG,LAC,507.0,15.3,455.0,16929.0,0.5,3.3,2.3,5.6,1.3,0.4,0.5,0.4
1296,Kevin Brooks,3,SF,DEN,126.0,8.0,2.0,1031.0,0.5,-0.3,0.3,-0.0,-8.6,0.4,0.4,0.2
1297,Kevin Burleson,1,PG,CHA,39.0,5.1,1.0,340.0,0.4,-0.6,0.4,-0.2,-4.3,0.2,0.4,0.2
1298,Kevin Duckworth,8,C,LAC,498.0,10.3,342.0,11987.0,0.5,0.4,1.7,2.0,-4.5,0.5,0.5,0.1
1299,Kevin Durant,10,SF,GSW,703.0,25.4,703.0,26278.0,0.6,8.5,3.5,12.0,5.2,0.5,0.5,0.4
1300,Kevin Edwards,13,SG,VAN,643.0,11.8,307.0,15819.0,0.5,-0.2,1.1,1.0,-2.5,0.4,0.4,0.3
1301,Kevin Gamble,12,SF,SAC,714.0,11.6,283.0,15833.0,0.5,1.9,1.0,2.9,-1.4,0.4,0.4,0.3
1302,Kevin Garnett,23,PF,MIN,1509.0,21.0,1472.0,51370.0,0.5,4.4,4.0,8.4,4.2,0.5,0.5,0.2
1303,Kevin Grevey,4,SF,MIL,254.0,11.2,82.0,5025.0,0.5,0.8,1.4,2.2,-2.8,0.4,0.4,0.3
1304,Kevin Henderson,2,SG,GSW,29.0,6.6,4.0,360.0,0.4,-0.2,0.1,-0.2,-6.4,0.4,0.4,0.0
1305,Kevin Johnson,14,PG,PHO,815.0,19.4,651.0,26978.0,0.6,5.2,1.7,6.9,1.4,0.5,0.5,0.3
1306,Kevin Loder,4,SF,KCK,158.0,10.8,26.0,2227.0,0.5,0.2,0.5,0.6,-2.9,0.5,0.5,0.3
1307,Kevin Love,9,PF,CLE,576.0,21.4,494.0,18774.0,0.6,5.4,2.4,7.8,2.4,0.4,0.5,0.3
1308,Kevin Lynch,2,SG,CHH,95.0,7.6,11.0,1143.0,0.5,-0.2,0.3,0.2,-3.8,0.5,0.5,0.2
1309,Kevin Martin,16,SG,SAS,815.0,16.0,560.0,24287.0,0.6,3.3,0.8,4.2,-1.0,0.4,0.4,0.4
1310,Kevin McHale*,9,PF,BOS,675.0,19.8,241.0,21354.0,0.6,6.0,2.8,8.9,1.9,0.5,0.5,0.1
1311,Kevin McKenna,6,SG,NJN,243.0,9.4,26.0,3460.0,0.5,0.2,0.5,0.7,-2.9,0.4,0.4,0.3
1312,Kevin Murphy,1,SG,UTA,17.0,-4.5,0.0,52.0,0.3,-0.3,0.0,-0.3,-17.6,0.2,0.3,0.2
1313,Kevin Ollie,15,PG,OKC,792.0,10.7,126.0,13800.0,0.5,0.8,0.5,1.3,-4.0,0.4,0.4,0.3
1314,Kevin Pritchard,5,PG,WSB,108.0,12.7,1.0,1283.0,0.6,0.0,0.1,0.1,-3.7,0.5,0.5,0.4
1315,Kevin Restani,3,PF,CLE,94.0,6.1,0.0,966.0,0.4,-0.2,0.2,0.0,-4.3,0.4,0.4,0.0
1316,Kevin Seraphin,4,PF,IND,233.0,13.4,24.0,3496.0,0.5,0.2,1.0,1.2,-3.1,0.5,0.5,0.0
1317,Kevin Stacom,1,SG,MIL,7.0,4.0,0.0,90.0,0.4,-0.2,0.1,-0.1,-9.6,0.4,0.4,0.5
1318,Kevin Thompson,1,C,POR,14.0,4.9,0.0,58.0,0.4,-0.1,0.0,0.0,-5.6,0.4,0.5,0.0
1319,Kevin Williams,6,SG,NJN,301.0,9.9,13.0,3380.0,0.5,-0.1,0.5,0.4,-3.5,0.4,0.4,0.1
1320,Kevin Willis,26,C,ATL,1639.0,14.8,1036.0,44674.0,0.5,1.4,2.1,3.5,-3.0,0.5,0.5,0.1
1321,Kevinn Pinkney,1,PF,BOS,6.0,11.6,0.0,100.0,0.5,0.1,0.1,0.2,-1.9,0.4,0.4,0.5
1322,Kevon Looney,2,C,GSW,58.0,16.0,4.0,468.0,0.6,0.4,0.4,0.8,-4.6,0.5,0.6,0.4
1323,Keyon Dooling,13,PG,MEM,728.0,10.9,86.0,14134.0,0.5,0.7,0.8,1.4,-3.7,0.4,0.4,0.3
1324,Khalid El-Amin,1,PG,CHI,50.0,12.2,14.0,936.0,0.5,0.2,0.4,0.6,-3.8,0.4,0.4,0.3
1325,Khalid Reeves,10,PG,CHI,391.0,10.9,155.0,8102.0,0.5,0.6,0.4,1.1,-3.2,0.4,0.4,0.3
1326,Khris Middleton,5,SF,MIL,296.0,14.3,224.0,9054.0,0.6,2.1,1.5,3.6,-0.5,0.4,0.5,0.4
1327,Kiki Vandeweghe,14,SF,LAC,804.0,16.9,549.0,24079.0,0.6,4.8,0.6,5.5,-1.1,0.5,0.5,0.3
1328,Kim English,1,SG,DET,41.0,7.9,0.0,407.0,0.5,0.0,0.2,0.2,-4.2,0.4,0.5,0.3
1329,Kirk Haston,2,SF,NOH,27.0,-2.6,0.0,134.0,0.2,-0.4,0.1,-0.3,-13.8,0.2,0.2,0.0
1330,Kirk Hinrich,17,PG,ATL,997.0,11.4,723.0,29803.0,0.5,1.4,1.9,3.3,-1.0,0.4,0.4,0.4
1331,Kirk Penney,2,SG,LAC,6.0,-5.8,0.0,30.0,0.3,-0.1,0.0,-0.1,-15.2,0.2,0.2,0.2
1332,Kirk Snyder,6,SF,MIN,247.0,12.7,89.0,4301.0,0.5,0.4,0.5,0.9,-1.8,0.5,0.5,0.3
1333,Kiwane Garris,2,SG,ORL,31.0,2.4,0.0,248.0,0.3,-0.1,0.0,-0.1,-11.8,0.3,0.3,0.2
1334,Klay Thompson,6,SG,GSW,464.0,16.4,427.0,15182.0,0.6,3.6,2.4,6.1,0.4,0.5,0.5,0.4
1335,Kobe Bryant,20,SF,LAL,1346.0,21.6,1198.0,48637.0,0.5,6.1,2.5,8.6,2.9,0.4,0.5,0.3
1336,Korleone Young,1,SF,DET,3.0,31.3,0.0,15.0,0.6,0.1,0.0,0.1,6.0,0.5,0.7,0.2
1337,Kornel David,3,SF,CHI,108.0,11.5,16.0,1819.0,0.5,0.3,0.5,0.7,-5.1,0.4,0.4,0.0
1338,Kosta Koufos,4,C,SAC,241.0,13.5,146.0,4006.0,0.5,1.2,1.2,2.3,-3.2,0.5,0.5,0.0
1339,Kostas Papanikolaou,2,SF,DEN,69.0,6.9,7.0,1089.0,0.5,-0.4,0.6,0.2,-3.3,0.4,0.4,0.3
1340,Kris Dunn,1,PG,MIN,78.0,8.1,7.0,1333.0,0.4,-1.2,1.3,0.1,-2.2,0.4,0.4,0.3
1341,Kris Humphries,14,PF,ATL,746.0,14.1,156.0,12876.0,0.5,0.6,1.2,1.8,-2.8,0.4,0.4,0.1
1342,Kris Joseph,3,SF,BRK,20.0,0.4,0.0,108.0,0.2,-0.2,0.0,-0.1,-11.1,0.1,0.1,0.0
1343,Kristaps Porzingis,2,PF,NYK,138.0,17.5,137.0,4211.0,0.5,2.0,2.5,4.4,0.2,0.4,0.5,0.3
1344,Kurk Lee,1,PG,NJN,48.0,5.6,0.0,265.0,0.4,-0.3,0.2,-0.1,-6.7,0.3,0.3,0.2
1345,Kurt Nimphius,11,C,PHI,647.0,11.0,260.0,13670.0,0.5,1.0,0.8,1.8,-2.1,0.5,0.5,0.1
1346,Kurt Rambis,10,PF,LAL,616.0,12.9,337.0,12116.0,0.6,1.0,1.7,2.7,1.4,0.5,0.5,0.0
1347,Kurt Thomas,15,PF,NYK,957.0,13.4,597.0,24348.0,0.5,1.4,2.5,3.9,-0.3,0.5,0.5,0.3
1348,Kwame Brown,6,C,DET,372.0,12.3,158.0,8599.0,0.5,0.8,1.4,2.3,-2.2,0.5,0.5,0.1
1349,Kyle Anderson,3,SG,SAS,183.0,11.2,33.0,2623.0,0.5,0.4,1.8,2.2,0.2,0.4,0.4,0.3
1350,Kyle Korver,18,SG,CLE,1173.0,12.7,440.0,30800.0,0.6,2.4,1.7,4.1,0.5,0.4,0.5,0.4
1351,Kyle Lowry,13,PG,TOR,790.0,17.6,498.0,23737.0,0.6,3.9,1.8,5.6,2.8,0.4,0.5,0.3
1352,Kyle Macy,6,PG,IND,469.0,13.8,257.0,12777.0,0.6,3.3,1.9,5.2,0.0,0.5,0.5,0.3
1353,Kyle O'Quinn,5,C,NYK,321.0,17.0,50.0,4643.0,0.5,0.9,1.4,2.2,0.7,0.5,0.5,0.1
1354,Kyle Singler,7,SF,OKC,424.0,8.3,230.0,9478.0,0.5,1.0,0.8,1.7,-2.3,0.4,0.4,0.3
1355,Kyle Weaver,3,SG,UTA,73.0,10.7,19.0,1379.0,0.5,0.1,0.4,0.5,-2.2,0.4,0.4,0.4
1356,Kyle Wiltjer,1,PF,HOU,14.0,6.7,0.0,44.0,0.4,-0.1,0.1,0.0,-4.0,0.3,0.0,0.3
1357,Kyrie Irving,6,PG,CLE,381.0,21.2,381.0,13024.0,0.6,5.2,1.5,6.7,2.9,0.5,0.5,0.4
1358,Kyrylo Fesenko,2,C,UTA,102.0,7.8,6.0,864.0,0.5,-0.2,0.4,0.2,-4.7,0.5,0.5,0.0
1359,LaBradford Smith,4,SG,SAC,242.0,10.7,42.0,3960.0,0.5,-0.1,0.5,0.5,-3.8,0.4,0.4,0.3
1360,LaMarcus Aldridge,11,PF,SAS,794.0,20.3,753.0,27568.0,0.5,4.9,3.0,7.9,1.1,0.5,0.5,0.2
1361,LaPhonso Ellis,10,PF,MIA,618.0,13.9,359.0,17558.0,0.5,1.5,1.8,3.3,-1.1,0.4,0.5,0.3
1362,LaSalle Thompson,10,C,IND,728.0,13.6,428.0,16493.0,0.5,0.6,2.0,2.6,-1.1,0.5,0.5,0.1
1363,Lamar Odom,14,PF,LAC,961.0,15.8,684.0,32131.0,0.5,2.6,2.9,5.5,2.0,0.5,0.5,0.3
1364,Lamar Patterson,2,SG,ATL,40.0,1.6,0.0,435.0,0.4,-0.2,0.2,0.1,-8.0,0.3,0.4,0.2
1365,Lamond Murray,11,SF,NJN,736.0,13.5,364.0,18477.0,0.5,0.7,1.1,1.8,-2.3,0.4,0.4,0.4
1366,Lamont Strothers,2,SG,DAL,13.0,5.8,0.0,155.0,0.4,-0.2,0.0,-0.2,-9.5,0.3,0.4,0.1
1367,Lanard Copeland,2,SG,LAC,33.0,7.0,0.0,158.0,0.4,-0.2,0.0,-0.2,-10.4,0.4,0.4,0.1
1368,Lancaster Gordon,3,SG,LAC,193.0,9.1,6.0,2516.0,0.4,-1.3,0.4,-0.9,-6.0,0.4,0.4,0.3
1369,Lance Blanks,3,SG,MIN,142.0,9.3,2.0,1045.0,0.5,-0.0,0.3,0.2,-2.8,0.4,0.5,0.3
1370,Lance Stephenson,12,SG,IND,445.0,10.4,202.0,10626.0,0.5,0.2,1.2,1.3,-3.4,0.4,0.5,0.3
1371,Lance Thomas,6,PF,NYK,271.0,8.7,104.0,5891.0,0.5,0.1,0.4,0.5,-4.6,0.4,0.4,0.3
1372,Landry Fields,5,SF,TOR,255.0,11.0,176.0,6010.0,0.5,0.9,1.1,2.1,-1.1,0.5,0.5,0.3
1373,Langston Galloway,5,PG,SAC,275.0,10.7,52.0,6480.0,0.5,0.5,0.9,1.4,-2.2,0.4,0.4,0.4
1374,Laron Profit,4,SG,LAL,135.0,9.9,18.0,1537.0,0.5,-0.1,0.3,0.2,-4.0,0.4,0.5,0.2
1375,Larry Bird*,10,SF,BOS,727.0,24.0,700.0,28060.0,0.6,7.6,4.7,12.3,7.5,0.5,0.5,0.4
1376,Larry Demic,1,PF,NYK,48.0,5.7,0.0,356.0,0.5,-0.4,0.2,-0.1,-6.6,0.5,0.5,0.0
1377,Larry Drew,10,PG,PHI,650.0,12.8,342.0,17008.0,0.5,1.4,1.1,2.4,-3.6,0.5,0.5,0.3
1378,Larry Hughes,21,PG,ORL,977.0,13.2,639.0,29306.0,0.5,0.4,1.4,1.8,-1.4,0.4,0.4,0.3
1379,Larry Johnson,10,PF,NYK,707.0,15.9,699.0,25685.0,0.5,4.4,2.6,7.0,2.2,0.5,0.5,0.3
1380,Larry Kenon,2,PF,CLE,80.0,12.8,14.0,1394.0,0.5,0.4,0.5,0.8,-1.9,0.5,0.5,0.0
1381,Larry Krystkowiak,7,PF,ORL,398.0,11.1,120.0,8799.0,0.5,1.0,1.2,2.2,-2.7,0.5,0.5,0.1
1382,Larry Micheaux,2,PF,HOU,96.0,15.1,0.0,959.0,0.6,0.7,0.6,1.4,0.4,0.6,0.6,0.0
1383,Larry Nance,16,PF,LAL,1080.0,19.2,865.0,34879.0,0.6,4.5,3.0,7.5,3.6,0.5,0.5,0.2
1384,Larry Owens,4,SF,NJN,31.0,10.0,0.0,361.0,0.5,0.0,0.1,0.1,-1.3,0.4,0.5,0.4
1385,Larry Robinson,8,SG,NYK,133.0,10.5,22.0,2082.0,0.5,0.1,0.2,0.3,-4.7,0.4,0.4,0.3
1386,Larry Sanders,3,C,MIL,146.0,15.3,75.0,3164.0,0.5,0.7,1.8,2.6,0.7,0.5,0.5,0.0
1387,Larry Smith,6,PF,HOU,370.0,11.5,224.0,9627.0,0.5,1.3,1.8,3.2,-0.0,0.5,0.5,0.0
1388,Larry Spriggs,3,SF,LAL,156.0,10.7,39.0,2126.0,0.6,0.3,0.8,1.1,-2.0,0.5,0.5,0.0
1389,Larry Stewart,4,SF,SEA,267.0,12.4,72.0,5380.0,0.5,1.3,1.1,2.4,-1.5,0.5,0.5,0.1
1390,Latrell Sprewell,13,SF,MIN,913.0,15.1,868.0,35270.0,0.5,2.2,2.1,4.3,0.2,0.4,0.5,0.3
1391,Lavor Postell,3,SG,NYK,61.0,8.7,0.0,446.0,0.5,-0.2,0.1,-0.1,-8.8,0.3,0.4,0.3
1392,Lavoy Allen,4,PF,IND,256.0,11.9,46.0,4572.0,0.5,0.7,1.0,1.7,-2.2,0.4,0.5,0.1
1393,Lawrence Funderburke,4,PF,SAC,230.0,16.6,5.0,3778.0,0.5,1.7,0.9,2.6,-1.6,0.5,0.5,0.1
1394,Lawrence Moten,3,SG,WAS,119.0,9.0,21.0,1814.0,0.4,-0.2,0.2,0.0,-6.9,0.4,0.4,0.2
1395,Lawrence Roberts,2,PF,MEM,87.0,13.6,18.0,1150.0,0.5,0.8,0.4,1.2,-1.4,0.5,0.5,0.0
1396,Lazar Hayward,3,SF,MIN,72.0,8.4,0.0,591.0,0.4,-0.0,0.1,0.1,-4.8,0.3,0.4,0.2
1397,Lazaro Borrell,1,SF,SEA,17.0,15.0,6.0,167.0,0.5,0.1,0.2,0.3,-3.5,0.4,0.5,0.0
1398,LeBron James,14,SF,CLE,1061.0,27.7,1060.0,41272.0,0.6,10.3,4.4,14.7,9.2,0.5,0.5,0.3
1399,Leandro Barbosa,16,SG,PHO,914.0,14.3,112.0,19768.0,0.5,1.6,0.9,2.4,-1.2,0.4,0.5,0.4
