Unnamed: 0,Year,Player,Pos,Tm,G,GS,MP,PER,TS%,OWS,DWS,WS,BPM,FG%,3P%,2P%
23541,2016,Keith Appling,PG,ORL,5,0,27,-4.8,0.338,-0.1,0.0,-0.1,-13.0,0.25,0.0,0.4
23542,2016,Trevor Ariza,SF,HOU,81,81,2859,12.9,0.551,3.1,2.3,5.4,1.5,0.416,0.371,0.478
23543,2016,Darrell Arthur,PF,DEN,70,16,1516,12.5,0.514,1.0,1.3,2.3,-0.3,0.452,0.385,0.473
23545,2016,D.J. Augustin,PG,TOT,62,0,1178,13.9,0.575,2.0,0.6,2.6,-1.7,0.423,0.405,0.44
23546,2016,D.J. Augustin,PG,OKC,34,0,519,8.7,0.522,0.4,0.3,0.7,-3.3,0.38,0.393,0.367
23547,2016,D.J. Augustin,PG,DEN,28,0,659,18.0,0.601,1.6,0.3,1.9,-0.5,0.445,0.411,0.475
23548,2016,Jeff Ayres,C,LAC,17,0,107,8.3,0.585,0.1,0.1,0.2,-4.6,0.522,0.0,0.545
23549,2016,Luke Babbitt,SF,NOP,47,13,845,11.6,0.526,0.8,0.3,1.1,-2.9,0.422,0.404,0.433
23550,2016,Cameron Bairstow,C,CHI,18,2,103,6.8,0.391,-0.1,0.1,0.0,-7.7,0.325,0.2,0.343
23551,2016,Leandro Barbosa,SG,GSW,68,0,1079,11.7,0.545,0.9,1.2,2.1,-2.1,0.462,0.355,0.508
23552,2016,J.J. Barea,PG,DAL,74,16,1667,15.4,0.536,2.1,0.7,2.8,-1.2,0.446,0.385,0.481
23553,2016,Andrea Bargnani,C,BRK,46,0,634,11.8,0.5,0.1,0.0,0.2,-7.9,0.455,0.188,0.471
23554,2016,Harrison Barnes,SF,GSW,66,59,2042,12.3,0.559,3.1,1.9,4.9,-0.2,0.466,0.383,0.508
23555,2016,Matt Barnes,SF,MEM,76,45,2190,11.7,0.503,0.4,2.2,2.6,0.4,0.381,0.322,0.449
23556,2016,Will Barton,SG,DEN,82,1,2353,16.0,0.535,2.4,1.9,4.3,-0.1,0.432,0.345,0.476
23557,2016,Brandon Bass,PF,LAL,66,0,1342,17.4,0.619,3.4,0.7,4.1,0.8,0.549,0.0,0.552
23558,2016,Nicolas Batum,SF,CHO,70,70,2448,15.6,0.546,2.0,2.9,5.0,2.0,0.426,0.348,0.492
23559,2016,Jerryd Bayless,SG,MIL,52,18,1505,12.4,0.568,1.8,0.6,2.4,-1.0,0.423,0.437,0.408
23560,2016,Aron Baynes,C,DET,81,1,1233,17.8,0.563,2.4,1.7,4.1,-0.2,0.505,0.0,0.508
23561,2016,Kent Bazemore,SF,ATL,75,68,2083,13.4,0.551,0.3,3.8,4.1,0.3,0.441,0.357,0.502
23562,2016,Bradley Beal,SG,WAS,55,35,1708,15.5,0.547,1.4,1.3,2.7,-0.6,0.449,0.387,0.481
23563,2016,Michael Beasley,PF,HOU,20,0,363,22.5,0.563,0.6,0.3,1.0,-3.4,0.522,0.333,0.531
23564,2016,Marco Belinelli,SG,SAC,68,7,1672,9.4,0.5,0.2,0.3,0.5,-4.2,0.386,0.306,0.456
23565,2016,Anthony Bennett,PF,TOR,19,0,84,10.4,0.446,0.0,0.1,0.1,-9.4,0.296,0.214,0.385
23566,2016,Patrick Beverley,PG,HOU,71,63,2041,13.0,0.553,3.1,1.3,4.4,1.1,0.434,0.4,0.472
23567,2016,Bismack Biyombo,C,TOR,82,22,1808,14.9,0.586,2.8,3.1,5.9,-0.1,0.542,0.0,0.544
23568,2016,Nemanja Bjelica,PF,MIN,60,0,1075,11.2,0.594,1.4,0.6,1.9,0.3,0.468,0.384,0.564
23570,2016,DeJuan Blair,C,WAS,29,0,218,5.4,0.414,-0.3,0.3,-0.1,-6.4,0.412,0.0,0.418
23571,2016,Steve Blake,PG,DET,58,2,986,9.8,0.51,0.3,0.8,1.1,-3.5,0.388,0.344,0.461
23572,2016,Eric Bledsoe,PG,PHO,31,31,1059,20.0,0.557,1.6,1.0,2.5,2.8,0.453,0.372,0.482
23573,2016,Bojan Bogdanovic,SF,BRK,79,39,2115,10.7,0.55,0.9,0.0,0.9,-3.4,0.433,0.382,0.474
23574,2016,Andrew Bogut,C,GSW,70,66,1451,15.9,0.623,2.6,2.9,5.4,4.5,0.627,1.0,0.626
23575,2016,Matt Bonner,C,SAS,30,2,206,14.1,0.647,0.4,0.3,0.8,1.6,0.509,0.441,0.609
23576,2016,Devin Booker,SG,PHO,76,51,2108,11.9,0.535,1.2,0.7,1.9,-3.1,0.423,0.343,0.464
23577,2016,Trevor Booker,PF,UTA,79,2,1632,14.4,0.533,1.8,2.6,4.3,1.4,0.49,0.293,0.513
23578,2016,Chris Bosh,PF,MIA,53,53,1778,20.2,0.571,4.1,2.3,6.4,2.1,0.467,0.365,0.508
23579,2016,Avery Bradley,SG,BOS,76,72,2536,13.2,0.538,2.0,2.8,4.8,0.2,0.447,0.361,0.505
23580,2016,Elton Brand,C,PHI,17,1,225,11.4,0.461,-0.1,0.3,0.2,-4.0,0.431,0.0,0.437
23581,2016,Corey Brewer,SF,HOU,82,12,1669,9.9,0.481,0.1,1.2,1.2,-3.1,0.384,0.272,0.46
23582,2016,Aaron Brooks,PG,CHI,69,0,1108,11.8,0.494,0.2,0.7,0.9,-3.3,0.401,0.357,0.43
23583,2016,Anthony Brown,SF,LAL,29,11,599,4.9,0.427,-0.4,0.1,-0.3,-5.0,0.31,0.286,0.339
23584,2016,Lorenzo Brown,PG,PHO,8,0,61,4.4,0.374,-0.3,0.1,-0.2,-9.5,0.32,0.125,0.412
23585,2016,Markel Brown,SG,BRK,62,6,982,11.3,0.5,0.2,0.4,0.6,-2.6,0.394,0.314,0.443
23586,2016,Kobe Bryant,SF,LAL,66,66,1863,14.9,0.469,-0.9,0.5,-0.4,-2.5,0.358,0.285,0.41
23587,2016,Chase Budinger,SF,TOT,66,2,929,10.7,0.514,0.4,1.0,1.4,-1.7,0.435,0.279,0.523
23588,2016,Chase Budinger,SF,IND,49,2,729,11.1,0.502,0.3,1.0,1.3,-1.2,0.418,0.29,0.488
23589,2016,Chase Budinger,SF,PHO,17,0,200,9.2,0.567,0.1,0.0,0.1,-3.6,0.511,0.235,0.679
23590,2016,Reggie Bullock,SF,DET,37,0,429,12.0,0.583,0.8,0.4,1.2,0.0,0.439,0.415,0.467
23591,2016,Trey Burke,PG,UTA,64,0,1366,14.0,0.507,0.9,1.2,2.1,-2.0,0.413,0.344,0.46
23592,2016,Alec Burks,SG,UTA,31,3,797,14.3,0.52,0.7,0.8,1.5,-2.5,0.41,0.405,0.412
23593,2016,Caron Butler,SF,SAC,17,1,176,11.3,0.49,0.1,0.1,0.3,-2.6,0.424,0.167,0.537
23594,2016,Jimmy Butler,SG,CHI,67,67,2474,21.3,0.562,6.5,2.7,9.1,4.0,0.454,0.312,0.489
23595,2016,Rasual Butler,SF,SAS,46,0,432,13.4,0.558,0.4,0.9,1.3,1.8,0.471,0.306,0.618
23596,2016,Bruno Caboclo,SF,TOR,6,1,43,-7.7,0.125,-0.3,0.0,-0.3,-11.6,0.083,0.143,0.0
23597,2016,Jose Calderon,PG,NYK,72,72,2024,12.3,0.571,2.7,1.4,4.0,-0.1,0.459,0.414,0.496
23598,2016,Kentavious Caldwell-Pope,SG,DET,76,76,2789,12.4,0.521,2.6,2.7,5.3,1.1,0.42,0.309,0.489
23599,2016,Isaiah Canaan,SG,PHI,77,39,1966,11.1,0.528,0.9,0.5,1.4,-2.7,0.36,0.363,0.354
23600,2016,Clint Capela,C,HOU,77,35,1471,18.3,0.553,2.4,2.0,4.4,0.5,0.582,0.0,0.583
23601,2016,DeMarre Carroll,SF,TOR,26,22,786,11.9,0.49,0.2,1.0,1.2,0.2,0.389,0.39,0.388
23602,2016,Vince Carter,SG,MEM,60,3,1005,12.7,0.52,1.0,0.8,1.8,-1.2,0.388,0.349,0.425
23603,2016,Michael Carter-Williams,PG,MIL,54,37,1649,13.9,0.497,-0.4,1.6,1.2,-0.8,0.452,0.273,0.472
23604,2016,Omri Casspi,SF,SAC,69,21,1880,13.9,0.587,2.1,1.5,3.6,-0.3,0.481,0.409,0.537
23605,2016,Willie Cauley-Stein,C,SAC,66,39,1412,15.3,0.588,2.4,1.4,3.8,0.7,0.563,0.0,0.567
23606,2016,Mario Chalmers,PG,TOT,61,7,1373,17.3,0.561,2.3,1.5,3.8,1.5,0.41,0.309,0.461
23607,2016,Mario Chalmers,PG,MIA,6,0,120,9.5,0.437,-0.1,0.2,0.1,-2.3,0.313,0.091,0.429
23608,2016,Mario Chalmers,PG,MEM,55,7,1253,18.0,0.57,2.4,1.3,3.7,1.9,0.417,0.326,0.464
23609,2016,Tyson Chandler,C,PHO,66,60,1618,14.7,0.606,2.1,1.6,3.8,-0.5,0.583,0.0,0.585
23611,2016,Ian Clark,SG,GSW,66,1,578,11.5,0.544,0.3,0.6,0.9,-3.0,0.441,0.357,0.5
23612,2016,Coty Clarke,SF,BOS,3,0,6,23.9,0.75,0.0,0.0,0.0,-9.5,0.5,1.0,0.0
23613,2016,Jordan Clarkson,SG,LAL,79,79,2552,14.3,0.516,1.7,0.4,2.1,-1.4,0.433,0.347,0.468
23614,2016,Norris Cole,PG,NOP,45,23,1198,10.8,0.465,-0.6,0.5,-0.1,-3.7,0.405,0.324,0.427
23615,2016,Darren Collison,PG,SAC,74,15,2219,15.9,0.591,4.5,0.7,5.2,-0.4,0.486,0.401,0.519
23616,2016,Nick Collison,PF,OKC,59,4,699,7.7,0.498,0.1,0.7,0.8,-1.2,0.459,0.0,0.467
23617,2016,Mike Conley,PG,MEM,56,56,1761,19.4,0.538,4.2,1.1,5.3,1.7,0.422,0.363,0.449
23618,2016,Pat Connaughton,SG,POR,34,0,143,4.6,0.352,-0.3,0.1,-0.2,-8.2,0.265,0.238,0.286
23619,2016,Chris Copeland,PF,MIL,24,1,156,5.4,0.462,-0.1,0.0,-0.1,-7.7,0.333,0.278,0.467
23620,2016,Bryce Cotton,PG,TOT,8,0,39,1.7,0.4,-0.2,0.0,-0.1,-12.0,0.4,0.0,0.571
23621,2016,Bryce Cotton,PG,PHO,3,0,33,-3.3,0.25,-0.2,0.0,-0.2,-14.3,0.25,0.0,0.4
23623,2016,DeMarcus Cousins,C,SAC,65,65,2246,23.6,0.538,2.4,3.3,5.7,2.6,0.451,0.333,0.473
23624,2016,Robert Covington,SF,PHI,67,49,1903,13.2,0.543,-0.1,2.1,2.0,-0.2,0.385,0.353,0.452
23625,2016,Allen Crabbe,SG,POR,81,8,2105,12.2,0.572,3.1,1.2,4.3,-0.7,0.459,0.393,0.506
23626,2016,Jamal Crawford,SG,LAC,79,5,2126,14.0,0.529,1.8,1.5,3.3,-2.6,0.404,0.34,0.44
23627,2016,Jae Crowder,SF,BOS,73,73,2308,15.8,0.565,3.8,3.5,7.3,2.8,0.443,0.336,0.529
23628,2016,Dante Cunningham,SF,NOP,80,46,1971,8.6,0.54,1.5,0.7,2.1,-1.2,0.451,0.316,0.55
23629,2016,Jared Cunningham,SG,TOT,44,3,410,5.9,0.464,-0.3,0.4,0.1,-5.9,0.343,0.308,0.364
23630,2016,Jared Cunningham,SG,CLE,40,3,355,5.9,0.464,-0.2,0.4,0.1,-5.4,0.352,0.313,0.373
23631,2016,Jared Cunningham,SG,MIL,4,0,55,5.8,0.468,-0.1,0.0,0.0,-8.9,0.286,0.286,0.286
23632,2016,Seth Curry,PG,SAC,44,9,692,13.8,0.603,1.2,0.2,1.4,-1.5,0.455,0.45,0.46
23633,2016,Stephen Curry,PG,GSW,79,79,2700,31.5,0.669,13.8,4.1,17.9,12.5,0.504,0.454,0.566
23634,2016,Troy Daniels,SG,CHO,43,0,476,14.9,0.634,0.6,0.4,1.1,-1.1,0.476,0.484,0.462
23635,2016,Anthony Davis,C,NOP,61,61,2164,25.0,0.559,4.4,2.8,7.2,2.2,0.493,0.324,0.511
23639,2016,Bryce Dejean-Jones,SG,NOP,14,11,279,9.6,0.505,0.0,0.2,0.2,-2.6,0.406,0.375,0.432
23641,2016,Matthew Dellavedova,PG,CLE,76,14,1867,11.3,0.527,2.2,1.6,3.8,-1.6,0.405,0.41,0.401
23642,2016,Luol Deng,PF,MIA,74,73,2394,15.0,0.549,3.5,2.8,6.4,1.9,0.455,0.344,0.513
23643,2016,DeMar DeRozan,SG,TOR,78,78,2804,21.5,0.55,7.5,2.4,9.9,1.4,0.446,0.338,0.458
23644,2016,Boris Diaw,PF,SAS,76,4,1386,14.0,0.582,1.6,2.2,3.8,1.2,0.527,0.362,0.564
23645,2016,Gorgui Dieng,C,MIN,82,39,2220,17.1,0.601,3.4,2.5,5.9,2.4,0.532,0.3,0.54
23646,2016,Spencer Dinwiddie,PG,DET,12,0,159,8.9,0.423,0.0,0.1,0.1,-5.1,0.352,0.1,0.409
23647,2016,Toney Douglas,PG,NOP,61,18,1262,14.7,0.543,1.6,0.9,2.5,0.5,0.411,0.399,0.421
23648,2016,Goran Dragic,PG,MIA,72,72,2363,15.5,0.537,2.4,2.3,4.7,0.7,0.477,0.312,0.527
23649,2016,Andre Drummond,C,DET,81,81,2666,21.2,0.499,2.0,5.5,7.4,-0.5,0.521,0.333,0.522
23650,2016,Jared Dudley,PF,WAS,81,41,2098,11.7,0.602,2.6,2.0,4.6,1.0,0.478,0.42,0.534
23651,2016,Duje Dukan,SF,SAC,1,0,24,4.2,0.3,0.0,0.0,0.0,-6.7,0.2,0.4,0.0
23652,2016,Tim Duncan,C,SAS,61,60,1536,16.9,0.523,1.6,3.6,5.2,4.1,0.488,0.0,0.49
23653,2016,Mike Dunleavy,SF,CHI,31,30,703,9.1,0.543,0.4,0.5,0.9,-2.1,0.41,0.394,0.427
23654,2016,Kevin Durant,SF,OKC,72,72,2578,28.2,0.634,11.0,3.5,14.5,7.9,0.505,0.387,0.569
23655,2016,Cleanthony Early,SF,NYK,17,2,154,2.2,0.371,-0.3,0.1,-0.2,-8.2,0.3,0.267,0.32
23656,2016,Jarell Eddie,SF,WAS,26,0,147,11.0,0.46,0.0,0.1,0.1,-4.7,0.308,0.319,0.278
23657,2016,Wayne Ellington,SG,BRK,76,41,1615,10.1,0.498,0.5,0.3,0.8,-3.2,0.389,0.358,0.416
23658,2016,Monta Ellis,SG,IND,81,81,2734,13.7,0.504,0.4,3.9,4.3,0.3,0.427,0.309,0.472
23659,2016,James Ennis,SF,TOT,22,5,329,17.8,0.621,0.7,0.2,0.9,2.4,0.478,0.448,0.509
23661,2016,James Ennis,SF,MEM,10,0,40,18.3,0.46,0.0,0.1,0.1,2.8,0.308,0.25,0.4
23662,2016,James Ennis,SF,NOP,9,5,282,18.1,0.647,0.7,0.1,0.8,2.7,0.5,0.48,0.52
23663,2016,Tyler Ennis,PG,MIL,46,7,654,10.7,0.51,0.1,0.3,0.4,-4.8,0.449,0.333,0.48
23664,2016,Jeremy Evans,SF,DAL,30,2,251,12.6,0.62,0.3,0.3,0.6,-2.6,0.542,0.25,0.688
23665,2016,Tyreke Evans,SG,NOP,25,25,765,17.9,0.534,0.8,0.6,1.4,1.7,0.433,0.388,0.45
23667,2016,Kenneth Faried,PF,DEN,67,64,1694,21.0,0.577,4.0,1.5,5.5,0.9,0.558,0.5,0.558
23668,2016,Jordan Farmar,PG,MEM,12,10,291,13.2,0.527,0.2,0.2,0.4,-1.2,0.42,0.356,0.473
23669,2016,Derrick Favors,PF,UTA,62,59,1983,21.6,0.551,3.8,3.4,7.1,2.7,0.515,0.0,0.518
23670,2016,Cristiano Felicio,C,CHI,31,4,321,17.6,0.601,0.7,0.4,1.2,0.9,0.556,0.0,0.588
23671,2016,Raymond Felton,PG,DAL,80,31,2192,11.9,0.502,1.0,1.7,2.7,-0.9,0.406,0.282,0.463
23672,2016,Evan Fournier,SF,ORL,79,71,2566,14.6,0.587,4.0,1.7,5.7,0.7,0.462,0.4,0.506
23673,2016,Randy Foye,SG,TOT,81,8,1642,7.6,0.461,-0.4,0.9,0.4,-3.6,0.351,0.3,0.405
23674,2016,Randy Foye,SG,DEN,54,7,1070,7.8,0.457,-0.5,0.4,0.0,-4.1,0.351,0.296,0.409
23675,2016,Randy Foye,SG,OKC,27,1,572,7.1,0.469,0.0,0.4,0.4,-2.5,0.349,0.309,0.397
23676,2016,Tim Frazier,PG,TOT,51,2,741,13.9,0.499,0.4,0.5,1.0,-1.3,0.419,0.333,0.442
23677,2016,Tim Frazier,PG,POR,35,1,272,4.7,0.383,-0.5,0.2,-0.3,-6.3,0.333,0.176,0.395
23678,2016,Tim Frazier,PG,NOP,16,1,469,19.1,0.539,0.9,0.3,1.2,1.5,0.45,0.419,0.457
23679,2016,Jimmer Fredette,SG,TOT,6,0,18,12.0,0.625,0.0,0.0,0.0,-7.5,0.4,0.5,0.333
23680,2016,Jimmer Fredette,SG,NOP,4,0,13,-1.6,0.25,-0.1,0.0,-0.1,-13.8,0.25,0.0,0.333
23682,2016,Channing Frye,PF-C,TOT,70,32,1200,12.9,0.586,1.6,1.3,3.0,0.5,0.438,0.387,0.545
23683,2016,Channing Frye,PF,ORL,44,29,754,11.8,0.586,0.8,0.8,1.5,0.1,0.435,0.397,0.508
23684,2016,Channing Frye,C,CLE,26,3,446,14.9,0.586,0.9,0.6,1.5,1.1,0.441,0.377,0.596
23685,2016,Danilo Gallinari,SF,DEN,53,53,1839,19.0,0.582,5.4,0.9,6.3,1.2,0.41,0.364,0.434
23686,2016,Langston Galloway,PG,NYK,82,7,2033,11.7,0.49,1.4,1.8,3.3,-0.4,0.393,0.344,0.423
23687,2016,Kevin Garnett,PF,MIN,38,38,556,12.3,0.491,0.4,0.7,1.1,0.0,0.47,0.0,0.474
23688,2016,Marc Gasol,C,MEM,52,52,1791,17.7,0.528,1.8,1.9,3.7,1.0,0.464,0.667,0.463
23689,2016,Pau Gasol,C,CHI,72,72,2291,21.7,0.529,3.2,3.9,7.1,4.0,0.469,0.348,0.478
23690,2016,Rudy Gay,SF,SAC,70,70,2379,15.5,0.538,1.8,2.1,3.8,-0.4,0.463,0.344,0.495
23691,2016,Alonzo Gee,SF,NOP,73,38,1632,8.4,0.572,1.0,0.9,1.9,-0.8,0.518,0.283,0.59
23692,2016,Paul George,SF,IND,81,81,2819,20.9,0.557,4.4,4.8,9.2,4.5,0.418,0.371,0.447
23693,2016,Taj Gibson,PF,CHI,73,55,1936,15.7,0.556,3.2,2.2,5.4,1.6,0.526,0.0,0.529
23694,2016,Manu Ginobili,SG,SAS,58,0,1134,17.8,0.573,1.5,2.3,3.8,3.6,0.453,0.391,0.496
23696,2016,Drew Gooden,PF,WAS,30,0,305,7.5,0.376,-0.4,0.4,0.0,-5.0,0.32,0.171,0.419
23697,2016,Archie Goodwin,PG,PHO,57,13,1114,11.1,0.498,-0.4,0.5,0.1,-4.6,0.417,0.232,0.474
23698,2016,Aaron Gordon,PF,ORL,78,37,1863,17.0,0.541,3.2,2.2,5.4,1.8,0.473,0.296,0.531
23699,2016,Eric Gordon,SG,NOP,45,44,1481,13.5,0.565,1.7,0.4,2.1,-0.6,0.418,0.384,0.457
23700,2016,Marcin Gortat,C,WAS,75,74,2256,19.0,0.592,4.2,3.1,7.3,1.2,0.567,0.0,0.567
23701,2016,Andrew Goudelock,PG,HOU,8,0,50,12.4,0.506,-0.1,0.1,0.0,-3.6,0.45,0.111,0.727
23702,2016,Jerami Grant,SF,PHI,77,52,2066,12.6,0.506,0.5,1.6,2.1,-1.3,0.419,0.24,0.477
23703,2016,Jerian Grant,PG,NYK,76,6,1265,11.2,0.479,-0.2,1.0,0.8,-3.4,0.394,0.22,0.454
23704,2016,Danny Green,SG,SAS,79,79,2062,10.5,0.492,0.2,4.1,4.2,2.7,0.376,0.332,0.448
23705,2016,Draymond Green,PF,GSW,81,81,2808,19.3,0.587,6.0,5.1,11.1,5.8,0.49,0.388,0.537
23706,2016,Erick Green,PG,TOT,9,0,42,12.4,0.468,0.1,0.0,0.1,-2.0,0.385,0.2,0.5
23708,2016,Erick Green,PG,UTA,6,0,35,14.7,0.505,0.1,0.0,0.1,-0.6,0.417,0.25,0.5
23709,2016,Gerald Green,SG,MIA,69,14,1557,10.1,0.491,0.3,1.4,1.7,-3.0,0.392,0.323,0.446
23710,2016,JaMychal Green,PF,MEM,78,15,1446,14.6,0.52,1.2,1.4,2.6,-1.9,0.465,0.333,0.478
23711,2016,Jeff Green,SF,TOT,80,41,2253,13.0,0.51,1.3,1.7,3.1,-1.7,0.43,0.315,0.47
23712,2016,Jeff Green,SF,MEM,53,31,1544,13.4,0.517,1.2,1.0,2.2,-1.7,0.431,0.309,0.47
23713,2016,Jeff Green,SF,LAC,27,10,709,12.0,0.496,0.1,0.8,0.9,-1.7,0.427,0.325,0.468
23714,2016,Blake Griffin,PF,LAC,35,35,1170,22.1,0.544,2.2,1.6,3.8,3.3,0.499,0.333,0.504
23715,2016,Jorge Gutierrez,PG,CHO,12,0,63,19.1,0.694,0.2,0.1,0.3,-3.2,0.545,0.0,0.667
23716,2016,P.J. Hairston,SF,TOT,66,52,1313,6.9,0.47,-0.6,1.1,0.6,-4.2,0.355,0.29,0.449
23717,2016,P.J. Hairston,SF,CHO,48,43,938,7.4,0.486,-0.1,1.0,0.9,-3.2,0.359,0.314,0.433
23718,2016,P.J. Hairston,SF,MEM,18,9,375,5.7,0.438,-0.5,0.2,-0.3,-6.7,0.348,0.232,0.476
23719,2016,Jordan Hamilton,SF,NOP,11,4,304,12.4,0.499,0.0,0.2,0.2,-2.2,0.422,0.289,0.507
23720,2016,Tyler Hansbrough,PF,CHO,44,0,343,12.5,0.522,0.5,0.5,1.0,-2.7,0.451,0.667,0.441
23721,2016,Tim Hardaway,SG,ATL,51,1,864,11.7,0.563,0.9,1.0,1.9,-2.1,0.43,0.338,0.537
23722,2016,James Harden,SG,HOU,82,82,3125,25.3,0.598,10.7,2.6,13.3,6.7,0.439,0.359,0.494
23723,2016,Maurice Harkless,SF,POR,78,14,1457,13.3,0.541,1.6,1.3,2.9,-0.2,0.474,0.279,0.576
23724,2016,Justin Harper,PF,DET,5,0,35,6.9,0.597,0.0,0.0,0.0,-4.6,0.4,0.444,0.0
23725,2016,Montrezl Harrell,PF,HOU,39,1,379,14.6,0.635,0.7,0.2,0.9,-1.9,0.644,0.0,0.652
23726,2016,Devin Harris,PG,DAL,64,0,1280,13.1,0.559,1.2,1.3,2.5,0.3,0.447,0.329,0.532
23727,2016,Gary Harris,SG,DEN,76,76,2439,12.7,0.566,2.8,1.2,4.0,0.2,0.469,0.354,0.543
23729,2016,Tobias Harris,PF,TOT,76,74,2513,16.2,0.56,4.1,2.5,6.6,1.0,0.469,0.335,0.518
23730,2016,Tobias Harris,PF,ORL,49,49,1610,15.0,0.55,1.7,1.6,3.3,0.3,0.464,0.311,0.523
23731,2016,Tobias Harris,PF,DET,27,25,903,18.2,0.577,2.3,0.9,3.3,2.3,0.477,0.375,0.512
23732,2016,Aaron Harrison,SG,CHO,21,0,93,4.3,0.371,-0.2,0.1,0.0,-5.5,0.263,0.3,0.222
23733,2016,Udonis Haslem,PF,MIA,37,0,260,9.1,0.434,0.0,0.4,0.4,-4.5,0.377,0.111,0.423
23734,2016,Spencer Hawes,PF,CHO,57,6,1035,12.4,0.508,0.6,1.4,1.9,-0.6,0.405,0.373,0.422
23736,2016,Gordon Hayward,SF,UTA,80,80,2893,18.3,0.559,5.5,3.4,8.9,2.5,0.433,0.349,0.477
23737,2016,Gerald Henderson,SG,POR,72,0,1431,12.9,0.526,1.0,1.0,2.0,-3.3,0.439,0.353,0.468
23738,2016,John Henson,C,MIL,57,1,960,18.6,0.58,1.2,1.1,2.3,1.6,0.564,0.0,0.566
23739,2016,Mario Hezonja,SF,ORL,79,9,1413,9.4,0.541,-0.1,1.0,0.9,-2.8,0.433,0.349,0.504
23740,2016,Roy Hibbert,C,LAL,81,81,1878,11.2,0.507,1.1,1.0,2.2,-1.3,0.443,0.0,0.445
23741,2016,J.J. Hickson,C,TOT,35,9,436,16.8,0.514,0.3,0.5,0.8,-3.0,0.516,0.0,0.519
23743,2016,J.J. Hickson,C,WAS,15,0,131,18.9,0.528,0.1,0.2,0.3,-3.0,0.543,0.0,0.556
23744,2016,Nene Hilario,PF,WAS,57,11,1094,16.8,0.564,1.1,1.6,2.7,0.2,0.544,0.0,0.549
23745,2016,George Hill,PG,IND,74,73,2524,13.2,0.555,3.4,2.8,6.2,1.5,0.441,0.408,0.466
23746,2016,Jordan Hill,C,IND,73,11,1513,16.4,0.534,1.6,2.3,3.9,-0.7,0.506,0.0,0.507
23747,2016,Solomon Hill,SF,IND,59,3,866,12.2,0.543,0.8,1.3,2.1,0.0,0.447,0.324,0.515
23748,2016,Darrun Hilliard,SG,DET,38,2,383,10.7,0.511,0.2,0.3,0.5,-3.6,0.397,0.38,0.407
23749,2016,Kirk Hinrich,PG,TOT,46,7,631,7.2,0.504,0.1,0.5,0.6,-3.7,0.38,0.387,0.373
23750,2016,Kirk Hinrich,PG,CHI,35,7,555,7.3,0.528,0.2,0.4,0.6,-3.5,0.398,0.411,0.387
23751,2016,Kirk Hinrich,PG,ATL,11,0,76,6.2,0.227,-0.1,0.1,0.0,-5.7,0.182,0.167,0.2
23752,2016,Jrue Holiday,PG,NOP,65,23,1831,19.7,0.529,2.2,1.2,3.4,1.7,0.439,0.336,0.478
23753,2016,Justin Holiday,SG,TOT,53,5,773,9.4,0.489,-0.3,0.9,0.6,-2.5,0.386,0.343,0.423
23754,2016,Justin Holiday,SG,ATL,26,1,263,4.7,0.407,-0.5,0.4,-0.1,-5.1,0.329,0.222,0.5
23755,2016,Justin Holiday,SG,CHI,27,4,510,11.8,0.527,0.2,0.5,0.8,-1.1,0.413,0.433,0.4
23759,2016,Rondae Hollis-Jefferson,SF,BRK,29,17,615,14.2,0.519,0.5,0.7,1.2,1.2,0.457,0.286,0.476
23760,2016,Richaun Holmes,PF,PHI,51,1,702,15.9,0.564,1.0,0.5,1.5,-0.9,0.514,0.182,0.596
23761,2016,Rodney Hood,SG,UTA,79,79,2541,14.1,0.542,3.4,2.5,6.0,0.7,0.42,0.359,0.472
23762,2016,Al Horford,C,ATL,82,82,2631,19.4,0.565,4.9,4.5,9.4,4.1,0.505,0.344,0.557
23763,2016,Dwight Howard,C,HOU,71,71,2280,18.9,0.604,3.5,3.1,6.6,0.6,0.62,0.0,0.626
23764,2016,Marcelo Huertas,PG,LAL,53,0,869,10.4,0.488,-0.2,0.1,-0.1,-6.0,0.422,0.262,0.479
23765,2016,Josh Huestis,PF,OKC,5,0,55,6.7,0.509,0.0,0.1,0.0,-7.4,0.417,0.667,0.167
23766,2016,Kris Humphries,PF,TOT,53,17,835,13.1,0.517,0.5,1.1,1.6,-2.9,0.41,0.315,0.465
23767,2016,Kris Humphries,PF,WAS,28,14,466,11.8,0.524,0.3,0.5,0.7,-3.8,0.405,0.343,0.451
23768,2016,Kris Humphries,PF,PHO,4,3,74,13.5,0.367,-0.1,0.1,0.0,-2.4,0.278,0.3,0.269
23769,2016,Kris Humphries,PF,ATL,21,0,295,14.9,0.555,0.4,0.5,0.9,-1.6,0.465,0.258,0.557
23770,2016,R.J. Hunter,SG,BOS,36,0,315,7.7,0.48,-0.1,0.4,0.3,-3.5,0.367,0.302,0.486
23771,2016,Serge Ibaka,PF,OKC,78,78,2500,13.9,0.533,2.5,3.0,5.5,-0.1,0.479,0.326,0.52
23772,2016,Andre Iguodala,SF,GSW,65,1,1732,12.2,0.565,2.3,2.1,4.4,1.6,0.478,0.351,0.57
23773,2016,Ersan Ilyasova,PF,TOT,74,56,1881,14.2,0.526,2.4,2.0,4.4,0.1,0.424,0.371,0.458
23774,2016,Ersan Ilyasova,PF,DET,52,52,1434,14.1,0.53,1.8,1.5,3.3,0.7,0.425,0.363,0.471
