Unnamed: 0,Year,Player,Pos,Tm,G,GS,MP,PER,TS%,OWS,DWS,WS,BPM,FG%,3P%,2P%
11368,1994,Greg Anderson,PF,DET,77,47,1624,14.6,0.561,1.4,2.0,3.4,-1.1,0.543,0.333,0.545
11369,1994,Kenny Anderson,PG,NJN,82,82,3135,18.2,0.491,4.3,3.2,7.5,2.1,0.417,0.303,0.429
11370,1994,Nick Anderson,SG,ORL,81,81,2811,16.9,0.549,4.6,3.0,7.6,3.0,0.478,0.322,0.545
11371,1994,Ron Anderson,SF,TOT,21,2,356,9.9,0.499,0.3,0.2,0.5,-3.2,0.407,0.269,0.467
11372,1994,Ron Anderson,SF,NJN,11,2,176,9.5,0.456,0.2,0.2,0.3,-2.5,0.349,0.333,0.355
11373,1994,Ron Anderson,SF,WSB,10,0,180,10.2,0.543,0.1,0.0,0.1,-3.9,0.465,0.214,0.586
11374,1994,Willie Anderson,SG,SAS,80,79,2488,14.2,0.523,3.2,2.3,5.6,0.0,0.471,0.324,0.484
11375,1994,Greg Anthony,PG,NYK,80,36,1994,13.0,0.487,1.6,3.9,5.5,1.0,0.394,0.3,0.431
11376,1994,B.J. Armstrong,PG,CHI,82,82,2770,14.5,0.547,4.9,2.6,7.5,-0.9,0.476,0.444,0.481
11377,1994,Vincent Askew,SG,SEA,80,3,1690,15.9,0.551,3.9,2.1,6.0,0.6,0.481,0.194,0.498
11378,1994,Keith Askins,SF,MIA,37,0,319,8.2,0.46,-0.1,0.4,0.3,-3.7,0.409,0.19,0.478
11379,1994,Stacey Augmon,SG,ATL,82,82,2605,17.9,0.576,5.7,4.0,9.7,3.3,0.51,0.143,0.513
11380,1994,Isaac Austin,C,PHI,14,0,201,14.1,0.473,0.0,0.2,0.2,-2.5,0.439,0.0,0.446
11385,1994,Thurl Bailey,PF,MIN,79,3,1297,15.2,0.56,1.9,0.7,2.6,-2.5,0.51,0.0,0.512
11386,1994,Vin Baker,C,MIL,82,63,2560,16.1,0.526,2.6,1.7,4.4,0.0,0.501,0.2,0.502
11387,1994,Charles Barkley*,PF,PHO,65,65,2298,22.8,0.563,5.6,3.3,8.8,5.7,0.495,0.27,0.541
11388,1994,Dana Barros,PG,PHI,81,70,2519,16.0,0.571,3.9,0.8,4.7,-0.2,0.469,0.381,0.529
11389,1994,Jon Barry,SG,MIL,72,7,1242,14.6,0.511,0.8,1.3,2.1,-0.1,0.414,0.278,0.472
11390,1994,John Battle,SG,CLE,51,1,814,12.2,0.535,0.9,0.5,1.4,-4.6,0.476,0.263,0.492
11392,1994,Tony Bennett,PG,CHH,74,5,983,9.9,0.46,0.5,0.5,0.9,-3.4,0.399,0.36,0.415
11393,1994,David Benoit,SF,UTA,55,18,1070,10.9,0.448,0.1,1.5,1.6,-3.3,0.385,0.203,0.421
11394,1994,Rolando Blackman,SG,NYK,55,1,969,11.3,0.51,0.9,1.5,2.4,-1.8,0.436,0.357,0.46
11395,1994,Mookie Blaylock,PG,ATL,81,81,2915,19.6,0.487,4.9,5.3,10.2,5.3,0.411,0.334,0.447
11397,1994,Muggsy Bogues,PG,CHH,77,77,2746,16.2,0.51,4.8,1.7,6.4,0.1,0.471,0.167,0.476
11398,1994,Manute Bol,C,TOT,14,0,116,3.1,0.211,-0.3,0.1,-0.2,-8.0,0.211,0.0,0.25
11399,1994,Manute Bol,C,MIA,8,0,61,-3.4,0.083,-0.3,0.1,-0.3,-14.1,0.083,0.0,0.111
11402,1994,Walter Bond,SG,UTA,56,4,559,9.1,0.507,0.5,0.6,1.0,-1.3,0.404,0.352,0.431
11404,1994,Anthony Bowie,SG,ORL,70,0,948,11.5,0.515,0.6,0.7,1.3,-2.9,0.481,0.056,0.509
11405,1994,Sam Bowie,C,LAL,25,7,556,13.6,0.535,0.4,0.4,0.8,-3.1,0.436,0.25,0.44
11406,1994,Shawn Bradley,C,PHI,49,45,1385,11.6,0.446,-2.7,1.6,-1.1,-2.6,0.409,0.0,0.412
11407,1994,Terrell Brandon,PG,CLE,73,10,1548,15.0,0.489,1.1,1.8,2.9,-1.0,0.42,0.219,0.432
11408,1994,Randy Breuer,C,SAC,26,3,247,5.4,0.295,-0.3,0.3,0.0,-3.9,0.308,0.0,0.32
11409,1994,Frank Brickowski,C,TOT,71,46,2094,14.3,0.54,1.0,1.7,2.7,-1.2,0.488,0.2,0.496
11410,1994,Frank Brickowski,C,MIL,43,40,1441,14.7,0.54,0.8,1.1,1.9,-1.1,0.482,0.167,0.493
11411,1994,Frank Brickowski,C,CHH,28,6,653,13.4,0.541,0.2,0.6,0.7,-1.3,0.502,0.5,0.502
11412,1994,Kevin Brooks,SF,DEN,34,0,190,5.3,0.411,-0.4,0.1,-0.2,-12.3,0.364,0.174,0.421
11413,1994,Scott Brooks,PG,HOU,73,0,1225,12.2,0.584,1.8,1.6,3.3,-1.4,0.491,0.377,0.522
11415,1994,Dee Brown,SG,BOS,77,76,2867,16.0,0.533,4.1,2.3,6.4,2.4,0.48,0.313,0.497
11416,1994,Mike Brown,C,MIN,82,40,1921,7.2,0.479,0.0,1.6,1.5,-2.6,0.427,0.0,0.43
11417,1994,P.J. Brown,C,NJN,79,54,1950,12.2,0.48,1.4,2.8,4.2,1.3,0.415,0.167,0.419
11418,1994,Randy Brown,PG,SAC,61,2,1041,9.3,0.472,-0.4,0.8,0.4,-2.7,0.438,0.0,0.445
11419,1994,Mark Bryant,C,POR,79,10,1441,9.9,0.514,0.9,1.4,2.3,-3.0,0.482,0.0,0.483
11420,1994,Jud Buechler,SF,GSW,36,0,218,14.9,0.571,0.4,0.1,0.5,-1.6,0.5,0.414,0.545
11421,1994,Matt Bullard,PF,HOU,65,0,725,8.8,0.476,0.2,0.8,1.0,-2.6,0.345,0.325,0.389
11423,1994,Scott Burrell,SF,CHH,51,16,767,10.4,0.461,-0.2,0.7,0.5,-2.3,0.419,0.333,0.421
11424,1994,Willie Burton,SF,MIA,53,1,697,15.6,0.526,0.9,0.7,1.6,-3.1,0.438,0.2,0.451
11425,1994,Mitchell Butler,SG,WSB,75,19,1321,13.0,0.521,0.7,0.4,1.1,-2.5,0.495,0.0,0.501
11426,1994,Michael Cage,C,SEA,82,42,1708,11.9,0.545,1.9,3.0,4.9,0.7,0.545,0.0,0.546
11427,1994,Elden Campbell,PF,LAL,76,74,2253,15.2,0.503,2.0,2.2,4.2,-1.2,0.462,0.0,0.463
11428,1994,Tony Campbell,SF,TOT,63,14,1214,13.3,0.491,0.4,1.2,1.5,-2.7,0.443,0.25,0.455
11429,1994,Tony Campbell,SF,NYK,22,11,379,13.3,0.544,0.3,0.7,1.1,0.8,0.492,0.333,0.496
11430,1994,Tony Campbell,SF,DAL,41,3,835,13.3,0.473,0.0,0.4,0.5,-4.3,0.427,0.24,0.44
11431,1994,Antoine Carr,PF,SAS,34,0,465,12.8,0.534,0.7,0.5,1.2,-3.0,0.488,0.0,0.491
11433,1994,Sam Cassell,PG,HOU,66,6,1122,13.1,0.506,0.4,1.8,2.2,-1.2,0.418,0.295,0.453
11435,1994,Cedric Ceballos,SF,PHO,53,43,1602,20.9,0.566,4.1,1.4,5.5,1.4,0.535,0.0,0.541
11436,1994,Tom Chambers,PF,UTA,80,0,1838,13.4,0.512,1.8,2.1,3.9,-2.5,0.44,0.311,0.448
11437,1994,Rex Chapman,SG,WSB,60,59,2025,16.9,0.572,4.2,-0.3,3.9,-0.5,0.498,0.388,0.524
11438,1994,Calbert Cheaney,SG,WSB,65,21,1604,14.0,0.508,1.0,0.2,1.2,-2.8,0.47,0.043,0.484
11439,1994,Pete Chilcutt,PF,TOT,76,24,1365,12.7,0.472,0.1,1.4,1.5,-1.6,0.453,0.2,0.462
11440,1994,Pete Chilcutt,PF,SAC,46,24,974,13.6,0.477,0.2,1.1,1.3,-0.4,0.463,0.0,0.465
11441,1994,Pete Chilcutt,PF,DET,30,0,391,10.5,0.457,-0.1,0.3,0.2,-4.6,0.425,0.214,0.453
11442,1994,Doug Christie,SG,LAL,65,34,1515,13.5,0.514,0.1,1.2,1.4,-0.5,0.434,0.328,0.463
11444,1994,Derrick Coleman,PF,NJN,77,77,2778,21.4,0.534,5.5,4.4,9.9,4.5,0.447,0.314,0.462
11445,1994,Bimbo Coles,PG,MIA,76,4,1726,13.0,0.51,1.8,1.4,3.2,-1.1,0.449,0.202,0.507
11446,1994,Marty Conlon,C,TOT,30,9,579,15.0,0.619,1.2,0.3,1.4,-1.0,0.576,0.0,0.583
11447,1994,Marty Conlon,C,CHH,16,8,378,16.7,0.648,0.9,0.2,1.1,0.9,0.606,0.0,0.611
11448,1994,Marty Conlon,C,WSB,14,1,201,11.8,0.559,0.3,0.1,0.3,-4.5,0.518,0.0,0.527
11449,1994,Lester Conner,PG,IND,11,0,169,12.0,0.381,0.0,0.3,0.3,0.7,0.368,0.0,0.4
11450,1994,Anthony Cook,PF,TOT,25,0,203,11.3,0.477,-0.1,0.2,0.1,-6.7,0.481,0.0,0.491
11452,1994,Anthony Cook,PF,MIL,23,0,201,11.5,0.484,0.0,0.2,0.1,-6.7,0.491,0.0,0.5
11453,1994,Duane Cooper,PG,PHO,23,2,136,7.9,0.504,-0.2,0.0,-0.1,-9.5,0.439,0.143,0.5
11454,1994,Tyrone Corbin,SF,UTA,82,17,2149,11.8,0.506,1.6,2.8,4.4,1.4,0.456,0.207,0.469
11455,1994,Chris Corchiani,PG,BOS,51,0,467,10.4,0.528,0.1,0.3,0.4,-3.5,0.426,0.289,0.518
11456,1994,Joe Courtney,PF,TOT,52,1,345,13.4,0.498,0.2,0.2,0.4,-5.3,0.453,0.667,0.448
11458,1994,Joe Courtney,PF,MIL,19,0,177,9.0,0.424,-0.2,0.1,-0.1,-7.3,0.386,0.667,0.373
11459,1994,John Crotty,PG,UTA,45,0,313,17.5,0.575,0.7,0.3,1.0,0.1,0.455,0.458,0.453
11460,1994,Terry Cummings,PF,SAS,59,29,1133,12.7,0.452,0.4,1.4,1.8,-2.8,0.428,0.0,0.43
11462,1994,Dell Curry,SG,CHH,82,0,2173,18.5,0.543,3.6,1.4,5.0,1.8,0.455,0.402,0.48
11463,1994,Michael Curry,SG,PHI,10,0,43,-3.9,0.286,-0.2,0.0,-0.2,-15.5,0.214,0.0,0.25
11464,1994,Lloyd Daniels,SG,SAS,65,5,980,11.2,0.462,0.2,0.9,1.1,-2.3,0.376,0.352,0.389
11466,1994,Antonio Davis,PF,IND,81,4,1732,15.2,0.561,2.3,2.8,5.0,0.2,0.508,0.0,0.509
11467,1994,Brian Davis,SF,MIN,68,3,374,9.2,0.42,-0.2,0.2,0.0,-6.5,0.317,0.333,0.317
11468,1994,Dale Davis,PF,IND,66,64,2292,15.9,0.542,3.5,3.6,7.0,2.9,0.529,0.0,0.53
11469,1994,Hubert Davis,SG,NYK,56,27,1333,14.0,0.558,2.3,1.9,4.2,-0.5,0.471,0.402,0.496
11471,1994,Johnny Dawkins,PG,PHI,72,12,1343,13.5,0.509,0.6,0.6,1.1,-3.5,0.418,0.352,0.44
11472,1994,Todd Day,SG,MIL,76,39,2127,13.5,0.488,0.6,1.5,2.1,-1.8,0.415,0.223,0.456
11473,1994,Terry Dehere,PG,LAC,64,6,759,9.5,0.453,-0.7,0.2,-0.4,-6.8,0.377,0.404,0.372
11474,1994,Vinny Del,SG,SAS,77,56,1949,15.3,0.545,4.0,1.7,5.7,-0.8,0.487,0.349,0.497
11475,1994,Bison Dele,C,DEN,80,1,1507,16.5,0.574,1.8,2.9,4.7,0.0,0.541,0.0,0.544
11477,1994,Vlade Divac,C,LAL,79,73,2685,18.8,0.546,4.2,3.2,7.4,3.8,0.506,0.191,0.524
11478,1994,Sherman Douglas,PG,BOS,78,78,2789,14.3,0.5,1.9,0.8,2.7,-2.4,0.462,0.232,0.477
11479,1994,Greg Dreiling,C,DAL,54,19,685,7.2,0.547,0.0,0.6,0.6,-4.0,0.5,1.0,0.495
11480,1994,Clyde Drexler*,SG,POR,68,68,2334,18.4,0.514,4.2,2.7,6.8,3.9,0.428,0.324,0.454
11483,1994,Joe Dumars*,SG,DET,69,69,2591,16.2,0.558,4.6,-0.1,4.4,-0.5,0.452,0.388,0.477
11484,1994,Acie Earl,C,BOS,74,8,1149,9.2,0.463,-0.7,0.9,0.2,-7.1,0.406,0.0,0.407
11485,1994,Bill Edwards,PF,PHI,3,0,44,-0.4,0.149,-0.3,0.1,-0.3,-10.4,0.111,0.0,0.154
11486,1994,Blue Edwards,SF,MIL,82,64,2322,12.9,0.54,1.7,1.2,2.9,-1.8,0.478,0.358,0.496
11487,1994,Doug Edwards,PF,ATL,16,0,107,9.4,0.384,-0.2,0.1,0.0,-7.2,0.347,0.0,0.354
11489,1994,Kevin Edwards,SG,NJN,82,82,2727,13.8,0.509,2.5,2.6,5.1,0.5,0.458,0.354,0.469
11490,1994,Craig Ehlo,SG,ATL,82,0,2147,15.0,0.529,2.4,3.5,5.9,2.2,0.446,0.348,0.491
11491,1994,Mario Elie,SF,HOU,67,8,1606,13.4,0.575,2.1,2.0,4.2,-0.2,0.446,0.335,0.508
11492,1994,Sean Elliott,SF,DET,73,73,2409,11.3,0.51,1.0,0.4,1.4,-2.3,0.455,0.299,0.474
11493,1994,Dale Ellis,SF,SAS,77,75,2590,14.7,0.577,5.5,2.1,7.6,1.0,0.494,0.395,0.546
11494,1994,Harold Ellis,SF,LAC,49,16,923,17.2,0.593,2.0,0.8,2.8,1.4,0.545,0.0,0.552
11495,1994,LaPhonso Ellis,PF,DEN,79,79,2699,15.9,0.542,3.5,4.1,7.6,1.7,0.502,0.304,0.506
11497,1994,Pervis Ellison,C,WSB,47,24,1178,10.7,0.514,0.3,0.5,0.7,-2.1,0.469,0.0,0.474
11498,1994,Jo Jo,SG,CHI,36,0,419,6.3,0.47,-0.5,0.5,0.0,-6.2,0.434,0.471,0.429
11499,1994,Patrick Ewing*,C,NYK,79,79,2972,22.9,0.551,5.1,8.0,13.1,4.5,0.496,0.286,0.498
11500,1994,Jim Farmer,SG,DEN,4,0,29,-3.7,0.333,-0.1,0.0,-0.1,-14.3,0.333,0.0,0.5
11501,1994,Duane Ferrell,SF,ATL,72,13,1155,14.5,0.558,1.9,1.3,3.2,-1.7,0.485,0.111,0.495
11502,1994,Danny Ferry,PF,CLE,70,1,965,12.0,0.496,0.7,1.0,1.7,-1.9,0.446,0.275,0.477
11503,1994,Vern Fleming,PG,IND,55,5,1053,11.8,0.502,0.3,1.1,1.4,-2.2,0.462,0.0,0.468
11504,1994,Sleepy Floyd,PG,SAS,53,2,737,6.0,0.411,-1.0,0.6,-0.4,-6.9,0.335,0.222,0.358
11505,1994,Alphonso Ford,PG,SEA,6,0,16,28.9,0.576,0.0,0.0,0.1,-2.3,0.538,1.0,0.5
11507,1994,Rick Fox,SF,BOS,82,53,2096,14.4,0.535,1.5,1.7,3.2,0.7,0.467,0.33,0.489
11508,1994,Tellis Frank,PF,MIN,67,11,959,8.9,0.486,0.2,0.9,1.1,-1.1,0.419,0.0,0.424
11509,1994,Corey Gaines,SG,NYK,18,0,78,23.7,0.62,0.4,0.1,0.6,2.6,0.45,0.4,0.467
11511,1994,Kevin Gamble,SF,BOS,75,28,1880,13.4,0.503,1.4,0.7,2.1,-2.3,0.458,0.243,0.489
11512,1994,Chris Gatling,C,GSW,82,23,1296,18.7,0.607,2.8,1.7,4.5,-0.7,0.588,0.0,0.589
11514,1994,Andrew Gaze,SG,WSB,7,0,70,10.5,0.615,0.1,0.0,0.1,-3.0,0.471,0.5,0.444
11515,1994,Matt Geiger,C,MIA,72,0,1199,16.7,0.624,3.1,1.4,4.5,-0.1,0.574,0.2,0.579
11516,1994,Kendall Gill,SG,SEA,79,77,2435,15.6,0.51,3.1,3.6,6.7,1.4,0.443,0.317,0.461
11517,1994,Armen Gilliam,PF,NJN,82,5,1969,18.5,0.577,4.6,2.2,6.8,0.1,0.51,0.0,0.511
11522,1994,Greg Graham,SG,PHI,70,6,889,11.4,0.478,-0.5,0.6,0.1,-4.8,0.4,0.08,0.429
11523,1994,Paul Graham,SG,ATL,21,0,128,13.1,0.45,0.1,0.2,0.2,-3.7,0.368,0.231,0.409
11524,1994,Gary Grant,PG,LAC,78,8,1533,13.8,0.493,0.0,1.3,1.3,-2.0,0.449,0.274,0.471
11525,1994,Harvey Grant,SF,POR,77,73,2112,12.3,0.48,1.7,2.2,3.9,-1.1,0.46,0.286,0.462
11526,1994,Horace Grant,PF,CHI,70,69,2570,19.8,0.54,5.7,4.3,10.0,5.2,0.524,0.0,0.528
11527,1994,Josh Grant,PF,GSW,53,0,382,11.7,0.494,0.0,0.5,0.5,-2.8,0.404,0.279,0.494
11528,1994,Jeff Grayer,SG,GSW,67,4,1096,13.2,0.548,1.2,0.8,1.9,-2.5,0.526,0.167,0.538
11529,1994,A.C. Green,PF,PHO,82,55,2825,17.0,0.555,6.7,2.6,9.3,1.2,0.502,0.229,0.513
11530,1994,Litterial Green,PG,ORL,29,0,126,13.0,0.498,0.0,0.1,0.1,-6.8,0.386,0.25,0.396
11531,1994,Sean Green,SG,TOT,36,0,334,7.6,0.39,-1.1,0.2,-0.9,-9.7,0.344,0.244,0.373
11532,1994,Sean Green,SG,PHI,35,0,332,7.8,0.392,-1.1,0.2,-0.9,-9.6,0.346,0.244,0.376
11534,1994,Tom Gugliotta,PF,WSB,78,78,2795,17.9,0.514,1.1,2.7,3.8,2.1,0.466,0.27,0.495
11540,1994,Anfernee Hardaway,PG,ORL,82,82,3015,17.4,0.531,3.8,3.3,7.1,3.9,0.466,0.267,0.507
11541,1994,Derek Harper,PG,TOT,82,55,2204,12.3,0.485,1.1,2.9,4.0,-1.3,0.407,0.36,0.425
11542,1994,Derek Harper,PG,DAL,28,28,893,10.2,0.446,-0.4,0.4,0.0,-3.5,0.38,0.352,0.392
11543,1994,Derek Harper,PG,NYK,54,27,1311,13.7,0.516,1.5,2.5,4.0,0.3,0.43,0.367,0.451
11544,1994,Ron Harper,SG,LAC,75,75,2856,15.7,0.496,0.7,2.3,2.9,0.7,0.426,0.301,0.453
11545,1994,Lucious Harris,SG,DAL,77,0,1165,11.0,0.478,-0.1,0.7,0.6,-4.2,0.421,0.212,0.44
11546,1994,Tony Harris,SG,BOS,5,0,88,14.9,0.524,0.1,0.1,0.2,-2.4,0.29,0.333,0.273
11549,1994,Hersey Hawkins,SG,CHH,82,82,2648,15.6,0.579,4.4,2.1,6.5,2.1,0.46,0.332,0.508
11550,1994,Skeeter Henry,SG,PHO,4,0,15,5.6,0.296,0.0,0.0,0.0,-10.2,0.2,0.0,0.333
11551,1994,Steve Henson,PG,CHH,3,0,17,9.7,0.75,0.0,0.0,0.0,-9.1,0.5,1.0,0.0
11553,1994,Rod Higgins,SF,CLE,36,11,547,13.7,0.537,0.7,0.7,1.4,0.6,0.436,0.44,0.434
11554,1994,Tyrone Hill,PF,CLE,57,20,1447,18.4,0.59,3.3,2.4,5.7,1.0,0.543,0.0,0.545
11557,1994,Jeff Hornacek,SG,TOT,80,62,2820,16.7,0.562,5.1,1.8,6.9,1.5,0.47,0.337,0.505
11558,1994,Jeff Hornacek,SG,PHI,53,53,1994,16.3,0.547,2.7,1.0,3.7,0.9,0.455,0.313,0.497
11559,1994,Jeff Hornacek,SG,UTA,27,9,826,17.6,0.598,2.4,0.8,3.1,2.8,0.509,0.429,0.522
11560,1994,Robert Horry,SF,HOU,81,81,2370,14.2,0.521,1.6,4.3,5.9,2.5,0.459,0.324,0.491
11561,1994,Allan Houston,SG,DET,79,20,1519,9.0,0.465,-1.3,0.1,-1.2,-6.8,0.405,0.299,0.428
11562,1994,Byron Houston,PF,GSW,71,2,866,7.5,0.488,-0.1,1.0,0.9,-3.0,0.458,0.143,0.471
11564,1994,Jay Humphries,SG,UTA,75,19,1619,10.9,0.493,0.5,1.6,2.0,-1.4,0.436,0.396,0.444
11565,1994,Lindsey Hunter,PG,DET,82,26,2172,12.0,0.441,-1.8,1.0,-0.8,-2.9,0.375,0.333,0.388
11566,1994,Bobby Hurley,PG,SAC,19,19,499,8.4,0.421,-0.6,0.1,-0.5,-8.0,0.37,0.125,0.4
11567,1994,Jaren Jackson,SG,POR,29,0,187,9.5,0.429,-0.1,0.1,0.0,-6.9,0.391,0.0,0.42
11568,1994,Jim Jackson,SG,DAL,82,82,3066,14.4,0.497,-0.3,0.8,0.6,-1.9,0.445,0.283,0.452
11569,1994,Mark Jackson,PG,LAC,79,79,2711,14.8,0.524,2.7,1.4,4.1,-0.7,0.452,0.283,0.488
11570,1994,Stanley Jackson,SG,MIN,17,0,92,17.8,0.554,0.1,0.1,0.2,3.1,0.515,0.2,0.571
11574,1994,Henry James,PF,LAC,12,0,75,12.5,0.464,0.0,0.0,0.1,-7.6,0.381,0.222,0.5
11575,1994,Keith Jennings,PG,GSW,76,2,1097,15.5,0.547,2.0,0.9,2.9,-1.3,0.404,0.371,0.429
11576,1994,Chris Jent,SF,HOU,3,0,78,11.0,0.577,0.1,0.1,0.2,-2.1,0.5,0.364,0.6
11577,1994,Avery Johnson,PG,GSW,82,70,2332,13.9,0.533,2.6,1.5,4.1,-2.3,0.492,0.0,0.5
11578,1994,Dave Johnson,SG,CHI,17,0,119,5.8,0.372,-0.3,0.1,-0.2,-11.3,0.315,0.0,0.321
11579,1994,Eddie Johnson,SF,CHH,73,27,1460,15.9,0.527,1.8,0.6,2.4,-1.5,0.459,0.393,0.476
11581,1994,Frank Johnson,PG,PHO,70,5,875,11.6,0.492,0.6,0.6,1.2,-3.6,0.448,0.167,0.46
11582,1994,Kevin Johnson,PG,PHO,67,67,2449,20.6,0.566,7.0,1.7,8.7,0.9,0.487,0.222,0.494
11583,1994,Larry Johnson,PF,CHH,51,51,1757,16.8,0.55,2.8,1.1,3.9,1.4,0.515,0.238,0.524
11584,1994,Charles Jones,C,DET,42,0,877,8.7,0.489,0.9,0.6,1.5,-0.4,0.462,0.0,0.468
11585,1994,Popeye Jones,PF,DAL,81,47,1773,14.1,0.515,2.1,1.6,3.6,0.3,0.479,0.0,0.48
11586,1994,Adonis Jordan,PG,DEN,6,0,79,5.6,0.326,-0.1,0.0,-0.1,-8.7,0.261,0.3,0.231
11587,1994,Reggie Jordan,SG,LAL,23,0,259,20.1,0.498,0.6,0.2,0.8,2.3,0.427,0.5,0.424
11589,1994,Shawn Kemp,PF,SEA,79,73,2597,22.9,0.593,5.6,6.0,11.7,6.5,0.538,0.25,0.54
11593,1994,Steve Kerr,PG,CHI,82,0,2036,13.7,0.572,4.0,2.1,6.1,-0.3,0.497,0.419,0.519
11594,1994,Jerome Kersey,SF,POR,78,6,1276,14.5,0.481,1.1,2.0,3.2,0.4,0.433,0.125,0.438
11595,1994,Alec Kessler,PF,MIA,15,0,66,11.8,0.579,0.1,0.0,0.1,-4.3,0.44,0.556,0.375
11597,1994,Chris King,SF,SEA,15,0,86,13.1,0.463,-0.1,0.1,0.0,-5.4,0.396,0.286,0.415
11598,1994,Rich King,C,SEA,27,0,78,12.9,0.469,0.0,0.1,0.1,-4.0,0.441,0.0,0.455
11599,1994,Stacey King,C,TOT,49,30,1053,11.6,0.48,-0.4,1.3,0.9,-2.9,0.428,0.0,0.431
11600,1994,Stacey King,C,CHI,31,15,537,10.4,0.443,-0.4,0.9,0.4,-3.1,0.398,0.0,0.402
11603,1994,Joe Kleine,C,PHO,74,4,848,11.2,0.522,0.8,0.8,1.6,-3.4,0.488,0.455,0.49
11604,1994,Negele Knight,PG,TOT,65,18,1438,13.8,0.539,2.2,1.0,3.2,-2.4,0.474,0.19,0.487
11606,1994,Negele Knight,PG,SAS,64,18,1430,13.9,0.541,2.2,1.0,3.3,-2.4,0.476,0.19,0.489
11607,1994,Jon Koncak,C,ATL,82,78,1823,9.9,0.444,0.4,3.4,3.8,0.5,0.431,0.0,0.434
11608,1994,Larry Krystkowiak,PF,ORL,34,11,682,8.9,0.524,0.5,0.5,1.0,-2.7,0.48,0.0,0.483
11609,1994,Toni Kukoc,SF,CHI,75,8,1808,15.4,0.497,0.5,2.7,3.2,0.4,0.431,0.271,0.462
11610,1994,Christian Laettner,PF,MIN,70,67,2428,16.8,0.536,1.4,2.6,4.1,2.2,0.448,0.24,0.455
11611,1994,Bill Laimbeer,C,DET,11,5,248,15.6,0.564,0.4,0.2,0.5,-1.9,0.522,0.333,0.543
11612,1994,Andrew Lang,C,ATL,82,0,1608,11.0,0.499,0.5,2.4,2.9,-1.9,0.469,0.25,0.471
11613,1994,Eric Leckner,C,PHI,71,36,1163,10.4,0.527,0.1,0.8,0.9,-3.8,0.486,0.0,0.489
11614,1994,Tim Legler,PG,DAL,79,0,1322,16.1,0.545,2.8,0.6,3.4,-1.3,0.438,0.374,0.46
11615,1994,Jim Les,PG,SAC,18,0,169,12.9,0.566,0.3,0.1,0.3,-3.9,0.382,0.444,0.313
11616,1994,Fat Lever,PG,DAL,81,54,1947,13.2,0.462,0.7,2.1,2.9,0.4,0.408,0.351,0.416
11617,1994,Marcus Liberty,SF,TOT,38,0,285,8.0,0.389,-0.7,0.2,-0.5,-6.9,0.325,0.357,0.316
11618,1994,Marcus Liberty,SF,DEN,3,0,11,18.7,0.571,0.0,0.0,0.0,3.7,0.571,0.0,0.667
11619,1994,Marcus Liberty,SF,DET,35,0,274,7.6,0.378,-0.7,0.1,-0.5,-7.3,0.31,0.37,0.292
11620,1994,Todd Lichti,SG,TOT,13,0,126,14.5,0.468,0.1,0.1,0.2,-3.0,0.392,1.0,0.367
11622,1994,Todd Lichti,SG,GSW,5,0,58,13.0,0.472,0.1,0.0,0.2,-7.3,0.357,1.0,0.308
11624,1994,Brad Lohaus,PF,MIL,67,2,962,8.3,0.46,-0.7,0.8,0.1,-3.4,0.363,0.343,0.381
11625,1994,Grant Long,PF,MIA,69,59,2201,13.9,0.507,2.6,2.5,5.1,1.3,0.446,0.167,0.449
11626,1994,Luc Longley,C,TOT,76,46,1502,13.5,0.508,0.0,2.2,2.2,-1.1,0.471,0.0,0.472
11627,1994,Luc Longley,C,MIN,49,29,989,12.6,0.5,-0.4,1.3,0.9,-1.9,0.464,0.0,0.465
11629,1994,George Lynch,SF,LAL,71,46,1762,16.1,0.527,2.4,1.5,3.9,1.5,0.508,0.0,0.512
11630,1994,Malcolm Mackey,C,PHO,22,0,69,12.6,0.395,0.0,0.1,0.1,-10.7,0.378,0.0,0.4
11631,1994,Don MacLean,SF,WSB,75,69,2487,17.8,0.566,5.3,0.3,5.6,-1.0,0.502,0.143,0.509
11632,1994,Mark Macon,SG,TOT,42,1,496,8.0,0.41,-0.9,0.4,-0.4,-4.9,0.375,0.2,0.385
11633,1994,Mark Macon,SG,DEN,7,0,126,2.1,0.364,-0.4,0.1,-0.3,-9.0,0.311,0.0,0.333
11634,1994,Mark Macon,SG,DET,35,1,370,10.0,0.425,-0.5,0.3,-0.1,-3.5,0.396,0.286,0.402
11635,1994,Gerald Madkins,SG,CLE,22,0,149,7.4,0.494,-0.1,0.2,0.1,-4.3,0.355,0.333,0.375
11636,1994,Rick Mahorn,PF,NJN,28,0,226,9.2,0.529,0.2,0.2,0.5,-4.2,0.489,0.0,0.5
11637,1994,Dan Majerle,SG,PHO,80,76,3207,13.7,0.531,5.0,2.3,7.3,2.3,0.418,0.382,0.447
11638,1994,Jeff Malone,SG,TOT,77,73,2560,13.5,0.53,3.2,0.9,4.2,-3.0,0.486,0.583,0.485
11639,1994,Jeff Malone,SG,UTA,50,50,1657,12.9,0.532,1.9,1.0,2.9,-2.7,0.488,0.5,0.488
11640,1994,Jeff Malone,SG,PHI,27,23,903,14.7,0.527,1.3,0.0,1.3,-3.5,0.481,0.667,0.478
11641,1994,Karl Malone*,PF,UTA,82,82,3329,22.9,0.55,7.4,6.1,13.4,6.3,0.497,0.25,0.503
