Player,careers,Pos,Tm,G,PER,GS,MP,TS,OWS,DWS,WS,BPM,FG,P2,P3,year_start,year_end,height,weight,birth_date,year_active,age_start,age_end,churn
Pace Mannion,7,SF,ATL,221,8.2,4,2143,0.4,-0.1,0.3,0.2,-3.5,0.4,0.5,0.1,1984,1989,6-7,190,1960,6,24,29,1
Pape Sy,1,SF,ATL,3,9.2,0,21,0.5,0.0,0.0,0.0,-6.0,0.3,0.4,0.0,2011,2011,6-7,225,1988,1,23,23,1
Pascal Siakam,1,PF,TOR,55,11.5,38,859,0.5,0.4,1.2,1.6,-1.1,0.5,0.5,0.1,2017,2018,6-9,230,1994,2,23,24,0
Pat Burke,3,C,PHO,127,9.2,8,1293,0.5,-0.5,0.4,-0.0,-6.8,0.4,0.4,0.2,2003,2007,6-11,250,1973,5,30,34,1
Pat Connaughton,2,SG,POR,73,8.2,1,459,0.5,0.1,0.2,0.2,-5.4,0.4,0.4,0.4,2016,2018,6-5,206,1993,3,23,25,1
Pat Cummings,7,PF,MIA,448,12.6,288,11059,0.5,0.7,1.7,2.4,-2.4,0.5,0.5,0.0,1980,1991,6-9,230,1956,12,24,35,0
Pat Durham,1,SF,MIN,59,12.2,2,852,0.5,0.4,0.5,0.9,-2.1,0.5,0.5,0.2,1993,1995,6-7,210,1967,3,26,28,1
Pat Garrity,9,PF,ORL,550,9.6,107,11040,0.5,1.2,0.8,2.1,-2.8,0.4,0.4,0.4,1999,2008,6-9,238,1976,10,23,32,0
Patricio Garino,1,SG,ORL,5,-9.2,0,43,0.0,-0.2,0.0,-0.2,-17.3,0.0,0.0,0.0,2017,2017,6-6,210,1993,1,24,24,1
Patrick Beverley,5,SG,HOU,291,13.0,240,8290,0.5,2.4,1.6,3.9,2.0,0.4,0.5,0.4,2013,2018,6-1,185,1988,6,25,30,0
Patrick Christopher,1,SG,UTA,4,-2.6,1,29,0.2,-0.1,0.0,-0.1,-16.3,0.2,0.4,0.0,2015,2015,6-5,209,1988,1,27,27,1
Patrick Ewing,1,SF,NOH,7,0.6,0,19,0.2,-0.1,0.0,-0.1,-9.3,0.0,0.0,0.0,1986,2002,7-0,240,1962,17,24,40,0
Patrick McCaw,1,SG,GSW,71,8.6,20,1074,0.5,0.6,1.2,1.7,-1.7,0.4,0.5,0.3,2017,2018,6-7,185,1995,2,22,23,0
Patrick O'Bryant,3,C,TOR,63,11.7,6,453,0.5,-0.1,0.3,0.2,-3.8,0.5,0.6,0.0,2007,2010,7-0,260,1986,4,21,24,1
Patrick Patterson,11,PF,TOR,613,13.7,127,14742,0.5,1.8,1.2,3.0,0.4,0.5,0.5,0.3,2011,2018,6-9,230,1989,8,22,29,0
Patty Mills,8,PG,SAS,441,15.2,18,7482,0.5,1.3,1.2,2.5,-0.6,0.4,0.5,0.4,2010,2018,6-0,185,1988,9,22,30,0
Pau Gasol,18,C,SAS,1185,21.5,1147,41180,0.6,5.2,2.9,8.1,3.4,0.5,0.5,0.3,2002,2018,7-0,250,1980,17,22,38,0
Paul Davis,1,PF,LAC,27,10.7,1,320,0.5,0.1,0.2,0.2,-5.6,0.4,0.4,0.0,2007,2010,6-11,270,1984,4,23,26,1
Paul George,7,SF,IND,448,17.2,400,14692,0.5,2.7,3.7,6.4,2.5,0.4,0.5,0.4,2011,2018,6-9,220,1990,8,21,28,0
Paul Graham,3,SG,ATL,179,13.5,20,3354,0.5,0.9,1.0,1.9,-1.4,0.4,0.5,0.3,1992,1994,6-6,200,1967,3,25,27,1
Paul McPherson,3,PG,GSW,110,13.7,0,1190,0.5,0.3,0.3,0.6,-2.8,0.5,0.5,0.2,2001,2001,6-4,210,1978,1,23,23,1
Paul Millsap,11,PF,ATL,837,19.0,559,24683,0.6,3.8,3.5,7.2,3.3,0.5,0.5,0.2,2007,2018,6-8,246,1985,12,22,33,0
Paul Mokeski,12,C,GSW,674,8.3,43,8747,0.5,0.0,1.0,1.1,-3.1,0.4,0.4,0.1,1980,1991,7-0,250,1957,12,23,34,0
Paul Pierce,19,SF,LAC,1343,18.6,1285,45880,0.6,4.6,3.3,7.9,2.7,0.4,0.5,0.4,1999,2017,6-7,235,1977,19,22,40,0
Paul Pressey,11,SG,GSW,724,14.2,420,19659,0.5,1.9,2.5,4.5,1.2,0.5,0.5,0.2,1983,1993,6-5,185,1958,11,25,35,0
Paul Shirley,1,PF,CHI,7,4.6,0,86,0.4,-0.2,0.0,-0.1,-8.1,0.4,0.5,0.0,2003,2005,6-10,230,1977,3,26,28,1
Paul Thompson,5,SF,PHI,203,12.8,72,4047,0.5,0.2,1.0,1.2,-1.1,0.4,0.4,0.2,1984,1986,6-6,210,1961,3,23,25,1
Paul Westphal,3,SG,PHO,157,14.0,73,3294,0.5,0.6,1.2,1.8,-3.4,0.5,0.5,0.3,1973,1984,6-4,195,1950,12,23,34,0
Paul Zipser,1,SF,CHI,44,6.9,18,843,0.5,-0.3,0.8,0.5,-3.7,0.4,0.5,0.3,2017,2018,6-8,215,1994,2,23,24,0
Pearl Washington,3,PG,MIA,194,12.5,79,4044,0.5,-0.5,1.1,0.6,-2.4,0.4,0.5,0.2,1987,1989,6-2,190,1964,3,23,25,1
Peja Stojakovic,18,SF,DAL,908,17.3,749,30184,0.6,3.6,1.5,5.1,1.1,0.5,0.5,0.4,1999,2011,6-9,220,1977,13,22,34,0
Pepe Sanchez,2,PG,PHI,53,15.2,0,266,0.4,0.2,0.2,0.4,-1.9,0.4,0.4,0.0,2001,2003,6-4,195,1977,3,24,26,1
Pero Antic,2,C,ATL,113,10.6,29,1962,0.5,0.5,1.0,1.4,-2.0,0.4,0.5,0.3,2014,2015,6-11,260,1982,2,32,33,1
Perry Jones,3,SF,OKC,143,8.3,21,1675,0.5,-0.0,0.6,0.6,-5.5,0.4,0.5,0.2,2013,2015,6-11,235,1991,3,22,24,1
Perry Moss,4,PG,GSW,208,8.9,0,2722,0.5,-0.4,0.7,0.4,-2.9,0.4,0.4,0.2,1986,1987,6-2,185,1958,2,28,29,1
Pervis Ellison,6,C,BOS,327,14.8,199,9281,0.5,1.2,1.8,3.0,-0.0,0.5,0.5,0.1,1990,2001,6-9,210,1967,12,23,34,0
Pete Chilcutt,12,PF,LAC,651,11.2,72,9496,0.5,0.3,0.6,1.0,-2.3,0.4,0.5,0.3,1992,2000,6-10,230,1968,9,24,32,0
Pete Myers,13,SG,CHH,520,9.9,104,8072,0.5,-0.2,0.7,0.5,-3.0,0.4,0.4,0.1,1987,1998,6-6,180,1963,12,24,35,0
Pete Verhoeven,3,PF,GSW,152,11.0,5,1603,0.5,0.4,0.5,0.9,-0.9,0.5,0.5,0.2,1982,1987,6-9,215,1959,6,23,28,1
Peter Thibeaux,2,SF,GSW,93,10.6,9,992,0.5,-0.2,0.2,0.0,-5.4,0.5,0.5,0.2,1985,1986,6-7,210,1961,2,24,25,1
Petur Gudmundsson,2,C,SAS,137,10.4,15,1862,0.6,0.2,0.8,1.0,-2.6,0.5,0.5,0.5,1982,1989,7-2,260,1958,8,24,31,0
Peyton Siva,1,SG,DET,24,5.7,0,224,0.4,-0.2,0.1,-0.2,-7.3,0.3,0.3,0.3,2014,2014,6-0,185,1990,1,24,24,1
Phil Ford,6,PG,HOU,332,9.7,247,7482,0.5,0.5,0.9,1.5,-4.8,0.5,0.5,0.1,1979,1985,6-2,175,1956,7,23,29,0
Phil Hubbard,9,SF,CLE,573,13.3,327,14033,0.5,1.3,1.5,2.8,-1.1,0.5,0.5,0.0,1980,1989,6-8,215,1956,10,24,33,0
Phil Pressey,5,PG,PHO,171,10.3,11,2298,0.4,-0.4,0.5,0.1,-5.2,0.4,0.4,0.2,2014,2016,5-11,175,1991,3,23,25,1
Phil Smith,4,SG,SEA,227,12.0,99,5322,0.5,0.5,0.7,1.2,-2.6,0.4,0.5,0.2,1975,1983,6-4,185,1952,9,23,31,0
Pierre Jackson,1,PG,DAL,8,13.0,1,84,0.4,0.0,0.1,0.0,-4.4,0.3,0.4,0.3,2017,2017,5-10,180,1991,1,26,26,1
Pooh Richardson,10,PG,LAC,639,13.9,483,19399,0.5,1.6,1.0,2.7,-2.0,0.4,0.4,0.3,1990,1999,6-1,180,1966,10,24,33,0
Popeye Jones,9,PF,WAS,504,13.2,304,12347,0.5,1.3,1.2,2.4,-1.6,0.4,0.4,0.3,1994,2004,6-8,250,1970,11,24,34,0
Pops Mensah-Bonsu,2,PF,TOR,41,13.7,0,546,0.4,-0.0,0.4,0.2,-6.4,0.4,0.4,0.0,2007,2011,6-9,240,1983,5,24,28,0
Predrag Drobnjak,4,C,ATL,278,12.6,96,5542,0.5,0.6,0.8,1.4,-4.4,0.4,0.4,0.3,2002,2005,6-11,270,1975,4,27,30,1
Predrag Savovic,1,SG,DEN,27,6.0,0,256,0.4,-0.5,0.3,-0.2,-6.1,0.3,0.4,0.2,2003,2003,6-6,225,1976,1,27,27,1
Priest Lauderdale,1,C,ATL,35,13.6,0,180,0.6,-0.5,0.3,-0.2,-6.8,0.6,0.6,0.0,1997,1998,7-4,325,1973,2,24,25,1
Primoz Brezec,3,C,CHA,159,12.0,120,3114,0.5,1.1,0.6,1.8,-4.4,0.5,0.5,0.1,2002,2010,7-2,252,1979,9,23,31,0
Purvis Short,9,SF,NJN,626,16.7,347,18901,0.5,3.1,1.2,4.4,-0.2,0.5,0.5,0.3,1979,1990,6-7,210,1957,12,22,33,0
Quentin Richardson,13,SF,NYK,783,11.5,486,20785,0.5,1.3,1.2,2.5,-1.6,0.4,0.4,0.3,2001,2013,6-6,223,1980,13,21,33,0
Quincy Acy,9,PF,BRK,358,11.4,53,5315,0.5,0.6,0.5,1.1,-2.4,0.5,0.5,0.3,2013,2018,6-7,240,1990,6,23,28,0
Quincy Douby,5,PG,TOR,170,10.8,0,1835,0.5,-0.2,0.2,0.0,-4.9,0.4,0.5,0.3,2007,2009,6-3,175,1984,3,23,25,1
Quincy Lewis,4,SF,MIN,159,6.2,21,1853,0.4,-0.2,0.4,0.2,-4.4,0.4,0.4,0.3,2000,2004,6-7,215,1977,5,23,27,1
Quincy Miller,5,PF,DET,79,7.3,16,1053,0.4,-0.2,0.2,-0.0,-4.7,0.3,0.3,0.2,2013,2015,6-9,210,1992,3,21,23,1
Quincy Pondexter,7,SF,NOP,354,9.6,77,6835,0.5,1.0,0.7,1.7,-1.4,0.4,0.5,0.3,2011,2018,6-7,220,1988,8,23,30,0
Quinn Buckner,5,PG,IND,328,10.5,135,6247,0.5,-0.4,2.0,1.6,-1.2,0.4,0.4,0.1,1977,1986,6-3,190,1954,10,23,32,0
Quinn Cook,3,PG,NOP,28,11.3,0,376,0.6,0.1,0.1,0.1,-6.2,0.5,0.5,0.4,2017,2018,6-2,184,1993,2,24,25,1
Quintin Dailey,10,SG,SEA,528,13.6,140,12170,0.5,0.6,0.7,1.2,-4.5,0.4,0.4,0.1,1983,1992,6-3,180,1961,10,22,31,0
Quinton Ross,9,SF,NJN,510,6.0,176,9020,0.4,0.0,0.8,0.8,-3.7,0.4,0.4,0.2,2005,2011,6-6,195,1981,7,24,30,1
Qyntel Woods,3,SF,NYK,164,11.0,24,2020,0.5,-0.0,0.5,0.4,-3.7,0.5,0.5,0.3,2003,2006,6-8,221,1981,4,22,25,1
R.J. Hunter,1,SG,BOS,36,7.7,0,315,0.5,-0.1,0.4,0.3,-3.5,0.4,0.5,0.3,2016,2017,6-5,185,1993,2,23,24,1
Raef LaFrentz,12,C,POR,641,15.6,514,17000,0.5,2.2,1.5,3.8,1.0,0.5,0.5,0.3,1999,2008,6-11,240,1976,10,23,32,0
Rafael Addison,6,SF,CHH,379,10.4,54,5697,0.5,0.3,0.5,0.8,-4.3,0.4,0.5,0.3,1987,1997,6-7,215,1964,11,23,33,0
Rafael Araujo,2,C,TOR,111,5.8,75,1337,0.4,-0.8,0.6,-0.2,-6.7,0.4,0.4,0.2,2005,2007,6-11,280,1980,3,25,27,1
Rafer Alston,15,PG,MIA,800,12.0,566,23260,0.5,0.7,1.8,2.5,-1.4,0.4,0.4,0.3,2000,2010,6-2,171,1976,11,24,34,0
Raja Bell,16,SG,UTA,779,10.7,550,22308,0.6,1.4,0.9,2.3,-1.1,0.4,0.4,0.4,2001,2012,6-5,204,1976,12,25,36,0
Rajon Rondo,13,PG,CHI,782,15.9,702,25063,0.5,1.3,2.9,4.2,1.3,0.5,0.5,0.3,2007,2018,6-1,186,1986,12,21,32,0
Ralph Lewis,2,SG,CHH,92,8.2,0,646,0.4,-0.3,0.2,-0.0,-5.0,0.4,0.4,0.2,1988,1990,6-6,200,1963,3,25,27,1
Ramon Rivas,1,C,BOS,28,9.3,0,91,0.5,-0.1,0.1,0.0,-7.1,0.4,0.4,0.0,1989,1989,6-10,260,1966,1,23,23,1
Ramon Sessions,16,PG,CHO,874,15.3,195,20836,0.5,1.7,0.7,2.3,-2.2,0.4,0.4,0.3,2008,2018,6-3,190,1986,11,22,32,0
Randell Jackson,1,PF,WAS,27,11.6,8,271,0.5,-0.2,0.1,-0.1,-6.4,0.4,0.4,0.1,1999,2000,6-11,215,1976,2,23,24,1
Randolph Childress,4,PG,DET,74,4.6,0,560,0.5,-0.2,0.2,-0.1,-7.3,0.3,0.4,0.3,1996,1997,6-2,188,1972,2,24,25,1
Randolph Keys,7,SF,MIL,321,9.7,37,4933,0.5,-0.2,0.7,0.5,-4.0,0.4,0.5,0.2,1989,1996,6-7,195,1966,8,23,30,0
Randy Allen,2,SG,SAC,70,7.6,6,789,0.4,-0.2,0.3,0.1,-9.2,0.4,0.5,0.0,1989,1990,6-8,220,1965,2,24,25,1
Randy Breuer,5,C,SAC,307,12.1,193,6419,0.4,0.2,1.7,1.9,-1.4,0.4,0.4,0.0,1984,1994,7-3,230,1960,11,24,34,0
Randy Brown,10,PG,BOS,622,10.6,169,11265,0.5,-0.3,1.4,1.1,-2.0,0.4,0.4,0.1,1992,2003,6-2,190,1968,12,24,35,0
Randy Foye,13,SG,BRK,833,11.1,441,20921,0.5,1.1,0.8,1.8,-1.8,0.4,0.4,0.4,2007,2017,6-4,213,1983,11,24,34,0
Randy Livingston,6,PG,UTA,179,7.2,19,2520,0.4,-0.1,0.5,0.4,-5.8,0.3,0.3,0.3,1997,2007,6-4,209,1975,11,22,32,0
Randy Smith,4,SG,ATL,242,13.3,72,4845,0.5,1.4,0.4,1.8,-3.8,0.5,0.5,0.2,1972,1983,6-3,180,1948,12,24,35,0
Randy White,5,PF,DAL,281,10.7,66,5382,0.5,-0.6,1.0,0.4,-4.7,0.4,0.4,0.2,1990,1994,6-8,240,1967,5,23,27,1
Randy Wittman,9,SF,IND,501,9.6,193,10187,0.5,1.0,0.6,1.6,-3.5,0.5,0.5,0.4,1984,1992,6-6,210,1959,9,25,33,0
Randy Woods,4,PG,DEN,151,11.4,4,1093,0.5,-0.1,0.2,0.2,-2.8,0.3,0.5,0.3,1993,1996,5-10,185,1970,4,23,26,1
Rashad McCants,6,SG,SAC,307,12.4,42,6138,0.5,0.1,0.6,0.7,-3.0,0.4,0.4,0.3,2006,2009,6-4,207,1984,4,22,25,1
Rashad Vaughn,2,SG,MIL,111,6.0,8,1459,0.4,-0.8,0.4,-0.4,-5.5,0.3,0.4,0.3,2016,2018,6-6,202,1996,3,20,22,1
Rashard Lewis,18,SF,MIA,1106,14.8,894,35365,0.5,3.5,1.8,5.2,0.6,0.4,0.5,0.4,1999,2014,6-10,215,1979,16,20,35,0
Rasheed Wallace,19,C,NYK,1177,16.7,1022,38633,0.5,2.7,3.2,5.9,1.3,0.5,0.5,0.3,1996,2013,6-10,225,1974,18,22,39,0
Rasho Nesterovic,8,C,IND,615,13.0,435,13402,0.5,1.5,2.0,3.5,-0.2,0.5,0.5,0.0,1999,2010,7-0,248,1976,12,23,34,0
Rastko Cvetkovic,1,C,DEN,14,2.1,0,48,0.3,-0.2,0.1,-0.1,-8.4,0.3,0.3,0.0,1996,1996,7-1,260,1970,1,26,26,1
Rasual Butler,15,SF,SAS,856,10.3,268,17989,0.5,0.4,1.0,1.4,-2.6,0.4,0.4,0.4,2003,2016,6-7,215,1979,14,24,37,0
Raul Lopez,2,PG,UTA,113,12.4,26,2135,0.5,0.2,0.8,1.0,-3.5,0.4,0.4,0.4,2004,2005,6-1,170,1980,2,24,25,1
Raul Neto,2,PG,UTA,121,10.4,53,1845,0.5,0.2,1.1,1.2,-1.3,0.4,0.5,0.4,2016,2018,6-1,179,1992,3,24,26,1
Rawle Marshall,2,SG,IND,63,8.4,11,602,0.5,-0.2,0.3,0.1,-4.8,0.4,0.4,0.3,2006,2007,6-9,190,1982,2,24,25,1
Ray Allen,20,SG,MIA,1376,18.7,1224,49224,0.6,6.0,1.7,7.7,3.0,0.5,0.5,0.4,1997,2014,6-5,205,1975,18,22,39,0
Ray Blume,1,SG,CHI,49,9.7,2,546,0.5,-0.5,0.3,-0.1,-5.9,0.5,0.5,0.2,1982,1982,6-4,185,1958,1,24,24,1
Ray McCallum,5,PG,MEM,195,9.9,52,3283,0.5,0.1,0.4,0.5,-3.5,0.4,0.4,0.3,2014,2016,6-3,190,1991,3,23,25,1
Ray Owes,1,PF,GSW,57,11.1,1,592,0.4,0.1,0.4,0.4,-5.5,0.4,0.4,0.2,1997,1997,6-9,224,1972,1,25,25,1
Ray Tolbert,7,PF,DET,323,10.0,4,3903,0.5,-0.1,0.7,0.6,-3.1,0.5,0.5,0.0,1982,1989,6-9,225,1958,8,24,31,0
Ray Williams,9,PG,NJN,379,13.6,261,10045,0.5,0.4,1.6,2.0,-0.7,0.4,0.4,0.2,1978,1987,6-3,188,1954,10,24,33,0
Raymond Felton,14,PG,LAC,931,14.0,711,29822,0.5,1.3,1.7,3.1,-0.5,0.4,0.4,0.3,2006,2018,6-1,205,1984,13,22,34,0
Raymond Townsend,1,SG,IND,14,4.4,0,95,0.4,-0.3,0.1,-0.2,-8.4,0.3,0.3,0.2,1979,1982,6-3,175,1955,4,24,27,1
Reece Gaines,5,PG,MIL,92,4.6,1,792,0.4,-0.2,0.0,-0.2,-7.8,0.4,0.4,0.3,2004,2006,6-6,205,1981,3,23,25,1
Reggie Bullock,6,SF,DET,183,7.0,9,1967,0.5,0.1,0.3,0.4,-3.6,0.3,0.4,0.3,2014,2018,6-7,205,1991,5,23,27,0
Reggie Evans,8,PF,SAC,499,12.0,247,9920,0.5,0.6,1.4,2.0,-2.0,0.4,0.5,0.1,2003,2015,6-8,245,1980,13,23,35,0
Reggie Geary,2,PG,SAS,101,7.8,2,931,0.4,-0.5,0.8,0.3,-3.6,0.4,0.4,0.3,1997,1998,6-2,187,1973,2,24,25,1
Reggie Jackson,8,PG,DET,480,15.7,245,12155,0.5,1.9,1.4,3.3,-0.1,0.4,0.5,0.3,2012,2018,6-3,208,1990,7,22,28,0
Reggie Johnson,5,PF,NJN,307,12.8,69,6038,0.6,1.2,1.2,2.3,-1.6,0.5,0.5,0.1,1981,1984,6-9,205,1957,4,24,27,1
Reggie Jordan,3,PG,WAS,116,14.0,1,989,0.5,0.3,0.3,0.6,0.2,0.4,0.4,0.2,1994,2000,6-4,195,1968,7,26,32,0
Reggie King,1,SF,SEA,77,11.7,42,2086,0.6,1.3,2.1,3.4,0.1,0.5,0.5,0.0,1980,1985,6-6,225,1957,6,23,28,1
Reggie Lewis,6,SG,BOS,450,16.7,352,14676,0.5,4.0,2.5,6.5,0.7,0.5,0.5,0.2,1988,1993,6-7,195,1965,6,23,28,1
Reggie Slater,1,PF,TOR,26,17.8,0,406,0.6,0.5,0.3,0.8,-3.1,0.6,0.6,0.0,1995,2003,6-7,215,1970,9,25,33,0
Reggie Smith,1,C,POR,23,7.6,0,68,0.3,-0.1,0.1,0.0,-6.9,0.4,0.4,0.0,1993,1994,6-10,240,1970,2,23,24,1
Reggie Theus,12,SG,NJN,841,16.1,778,27499,0.5,3.1,1.1,4.1,-0.5,0.5,0.5,0.2,1979,1991,6-7,190,1957,13,22,34,0
Reggie Williams,24,SF,NOP,938,12.2,491,22588,0.5,0.6,0.9,1.5,-2.4,0.4,0.5,0.3,1988,1997,6-7,190,1964,10,24,33,0
Renaldo Balkman,7,SF,NYK,224,10.8,12,3082,0.5,0.4,0.6,1.0,-1.3,0.4,0.5,0.3,2007,2012,6-8,208,1984,6,23,28,0
Rex Chapman,14,SG,PHO,688,13.0,501,20109,0.5,1.1,0.7,1.8,-2.4,0.4,0.5,0.3,1989,2000,6-4,185,1967,12,22,33,0
Rex Walters,11,PG,MIA,417,11.5,75,5447,0.6,0.4,0.3,0.7,-3.6,0.4,0.5,0.3,1994,2000,6-4,190,1970,7,24,30,0
Rich Kelley,3,C,SAC,195,10.7,73,3492,0.6,-0.3,2.0,1.6,0.1,0.5,0.5,0.0,1976,1986,7-0,235,1953,11,23,33,0
Rich King,2,C,SEA,67,11.5,2,291,0.5,0.0,0.2,0.2,-4.7,0.4,0.4,0.0,1992,1995,7-2,260,1969,4,23,26,1
Rich Manning,4,PF,LAC,81,8.8,4,713,0.4,-0.2,0.1,-0.1,-10.2,0.4,0.4,0.3,1996,1997,6-11,253,1970,2,26,27,1
Richard Anderson,8,PF,CHH,481,13.6,33,7352,0.5,0.3,0.9,1.2,-0.5,0.4,0.4,0.3,1983,1990,6-10,240,1960,8,23,30,0
Richard Coffey,1,SF,MIN,52,7.9,1,320,0.4,0.1,0.1,0.2,-7.3,0.4,0.4,0.0,1991,1991,6-6,212,1965,1,26,26,1
Richard Dumas,3,PF,PHI,102,15.1,47,2226,0.5,0.7,0.8,1.5,-1.3,0.5,0.5,0.2,1993,1996,6-7,200,1969,4,24,27,1
Richard Hamilton,14,SG,CHI,921,15.8,783,29559,0.5,2.8,1.6,4.5,-1.1,0.4,0.5,0.3,2000,2013,6-6,185,1978,14,22,35,0
Richard Jefferson,18,SF,CLE,1224,13.4,853,35878,0.6,2.9,1.9,4.8,-0.1,0.5,0.5,0.4,2002,2018,6-7,233,1980,17,22,38,0
Richard Petruska,1,C,HOU,22,12.3,0,92,0.5,-0.2,0.2,0.0,-10.8,0.4,0.4,0.5,1994,1994,6-10,260,1969,1,25,25,1
Richard Washington,1,PF,CLE,18,7.1,2,313,0.4,-0.6,0.1,-0.5,-6.4,0.4,0.4,0.0,1977,1982,6-11,220,1955,6,22,27,1
Richaun Holmes,2,C,PHI,108,17.2,18,1895,0.6,1.6,1.0,2.6,0.4,0.5,0.6,0.3,2016,2018,6-10,245,1993,3,23,25,1
Richie Frahm,6,SG,LAC,173,10.4,2,1815,0.5,0.4,0.2,0.6,-3.0,0.4,0.5,0.3,2004,2008,6-5,210,1977,5,27,31,1
Rick Brunson,14,PG,HOU,423,9.0,51,5389,0.5,-0.1,0.4,0.3,-5.3,0.4,0.4,0.3,1998,2006,6-4,190,1972,9,26,34,0
Rick Calloway,1,SG,SAC,64,6.6,0,678,0.5,-0.8,0.4,-0.3,-6.8,0.4,0.4,0.0,1991,1991,6-6,180,1966,1,25,25,1
Rick Carlisle,5,SG,NJN,188,3.9,1,1461,0.4,-0.2,0.3,0.1,-8.9,0.4,0.4,0.1,1985,1990,6-5,210,1959,6,26,31,1
Rick Fox,13,SF,LAL,930,13.3,587,23723,0.5,1.7,1.7,3.4,0.7,0.4,0.5,0.3,1992,2004,6-7,230,1969,13,23,35,0
Rick Hughes,1,PF,DAL,21,10.9,0,224,0.5,0.1,0.1,0.1,-5.4,0.5,0.5,0.0,2000,2000,6-9,235,1973,1,27,27,1
Rick Mahorn,12,C,DET,768,11.1,462,18198,0.5,0.8,2.4,3.2,-1.6,0.5,0.5,0.1,1981,1999,6-10,240,1958,19,23,41,0
Rick Robey,3,C,PHO,187,9.8,9,2671,0.5,-0.1,1.0,0.9,-3.1,0.5,0.5,0.3,1979,1986,6-11,230,1956,8,23,30,0
Rickey Brown,3,C,ATL,152,10.5,14,2096,0.5,-0.1,0.5,0.5,-5.6,0.5,0.5,0.0,1981,1985,6-10,215,1958,5,23,27,1
Rickey Green,13,PG,BOS,859,14.6,515,21306,0.5,2.1,1.5,3.6,-2.0,0.5,0.5,0.2,1978,1992,6-0,170,1954,15,24,38,0
Rickey Williams,1,SG,UTA,44,9.6,0,346,0.5,-0.4,0.3,-0.1,-5.8,0.4,0.4,0.0,1983,1983,6-1,175,1957,1,26,26,1
Rickie Winslow,1,SF,MIL,7,-3.4,0,45,0.3,-0.2,0.0,-0.2,-11.0,0.2,0.2,0.0,1988,1988,6-8,225,1964,1,24,24,1
Ricky Berry,1,SG,SAC,64,13.1,21,1406,0.6,1.6,0.8,2.4,-1.7,0.4,0.5,0.4,1989,1989,6-8,205,1964,1,25,25,1
Ricky Davis,16,SF,LAC,893,14.5,449,27608,0.5,1.2,1.1,2.4,-1.2,0.4,0.5,0.4,1999,2010,6-6,195,1979,12,20,31,0
Ricky Ledo,4,SG,NYK,45,1.0,0,521,0.4,-0.3,0.0,-0.3,-12.1,0.3,0.2,0.3,2014,2015,6-7,195,1992,2,22,23,1
Ricky Pierce,20,SG,MIL,1107,16.8,298,27082,0.6,3.2,0.9,4.1,-1.1,0.5,0.5,0.3,1983,1998,6-4,205,1959,16,24,39,0
Ricky Rubio,6,PG,MIN,353,16.0,333,11217,0.5,1.9,2.0,3.9,1.1,0.4,0.4,0.3,2012,2018,6-4,194,1990,7,22,28,0
Ricky Sobers,5,SG,SEA,351,12.6,138,8769,0.5,0.2,1.6,1.7,-2.8,0.4,0.5,0.3,1976,1986,6-3,198,1953,11,23,33,0
Ricky Wilson,3,PG,SAS,48,12.2,2,840,0.5,0.1,0.1,0.2,-3.0,0.5,0.5,0.6,1988,1988,6-3,195,1964,1,24,24,1
Rik Smits,10,C,IND,710,18.4,673,19338,0.6,2.7,2.4,5.1,-0.2,0.5,0.5,0.0,1989,2000,7-4,250,1966,12,23,34,0
Rob Kurz,1,SF,GSW,40,11.8,5,442,0.5,0.5,0.2,0.7,-2.3,0.4,0.4,0.4,2009,2009,6-9,232,1985,1,24,24,1
Rob Williams,2,PG,DEN,153,12.0,99,3367,0.5,0.4,0.6,1.0,-3.6,0.4,0.4,0.2,1983,1984,6-2,175,1961,2,22,23,1
Robbie Hummel,2,SF,MIN,98,9.6,9,1397,0.5,0.6,0.4,1.0,-2.8,0.4,0.5,0.3,2014,2015,6-8,215,1989,2,25,26,1
Robert Covington,4,SF,PHI,211,14.0,165,6012,0.6,0.4,1.9,2.3,-0.6,0.4,0.5,0.4,2014,2018,6-9,215,1990,5,24,28,0
Robert Hite,1,SG,MIA,12,7.4,0,136,0.4,-0.3,0.1,-0.2,-7.9,0.3,0.4,0.2,2007,2007,6-2,184,1984,1,23,23,1
Robert Horry,18,PF,SAS,1161,13.2,509,28464,0.5,1.3,2.5,3.9,2.6,0.4,0.5,0.3,1993,2008,6-9,220,1970,16,23,38,0
Robert Pack,14,PG,NOH,580,14.3,199,13024,0.5,0.3,0.8,1.1,-2.7,0.4,0.4,0.2,1992,2004,6-2,180,1969,13,23,35,0
Robert Reid,10,SF,CHH,668,11.2,312,16899,0.5,0.7,1.4,2.1,-2.1,0.4,0.4,0.3,1978,1991,6-8,205,1955,14,23,36,0
Robert Sacre,1,C,LAL,67,10.9,18,1133,0.4,0.3,0.6,0.8,-2.8,0.4,0.4,0.0,2013,2016,7-0,270,1989,4,24,27,1
Robert Smith,5,PG,CLE,48,7.5,1,500,0.4,-0.0,0.1,0.1,-6.5,0.3,0.4,0.0,1978,1985,5-11,165,1955,8,23,30,0
Robert Traylor,7,C,CLE,438,14.8,73,6243,0.5,0.5,1.3,1.9,0.4,0.5,0.5,0.2,1999,2005,6-8,284,1977,7,22,28,1
Robert Werdann,1,C,DEN,28,7.7,0,149,0.4,-0.3,0.2,-0.1,-7.0,0.3,0.3,0.0,1993,1997,6-11,250,1970,5,23,27,1
